DATE,BOUT,FIGHTER,prob_norm,odds
2024-04-13,Aleksandar Rakic vs Jiri Prochazka,Aleksandar Rakic,0.5168539325842696,-115.0
2024-04-13,Aleksandar Rakic vs Jiri Prochazka,Jiri Prochazka,0.4831460674157303,-100.0
2024-04-13,Alex Pereira vs Jamahal Hill,Alex Pereira,0.5488107976242521,-133.5
2024-04-13,Alex Pereira vs Jamahal Hill,Jamahal Hill,0.4511892023757479,112.75
2024-04-13,Aljamain Sterling vs Calvin Kattar,Aljamain Sterling,0.6057742477824802,-172.0
2024-04-13,Aljamain Sterling vs Calvin Kattar,Calvin Kattar,0.3942257522175199,143.0
2024-04-13,Arman Tsarukyan vs Charles Oliveira,Arman Tsarukyan,0.6577572886204299,-218.25
2024-04-13,Arman Tsarukyan vs Charles Oliveira,Charles Oliveira,0.3422427113795702,180.25
2024-04-13,Bo Nickal vs Cody Brundage,Bo Nickal,0.906332018419274,-1762.5
2024-04-13,Bo Nickal vs Cody Brundage,Cody Brundage,0.0936679815807257,922.5
2024-04-13,Cody Garbrandt vs Deiveson Figueiredo,Cody Garbrandt,0.2740524781341108,250.0
2024-04-13,Cody Garbrandt vs Deiveson Figueiredo,Deiveson Figueiredo,0.7259475218658893,-311.25
2024-04-13,Diego Lopes vs Sodiq Yusuff,Diego Lopes,0.5677209618979738,-145.25
2024-04-13,Diego Lopes vs Sodiq Yusuff,Sodiq Yusuff,0.4322790381020262,121.75
2024-04-13,Holly Holm vs Kayla Harrison,Holly Holm,0.216400643259578,343.25
2024-04-13,Holly Holm vs Kayla Harrison,Kayla Harrison,0.783599356740422,-446.25
2024-04-13,Jalin Turner vs Renato Moicano,Jalin Turner,0.6685812536599345,-232.5
2024-04-13,Jalin Turner vs Renato Moicano,Renato Moicano,0.3314187463400656,188.5
2024-04-13,Jessica Andrade vs Marina Rodriguez,Jessica Andrade,0.5515406862570071,-135.5
2024-04-13,Jessica Andrade vs Marina Rodriguez,Marina Rodriguez,0.4484593137429927,113.75
2024-04-13,Justin Gaethje vs Max Holloway,Justin Gaethje,0.5827936212959858,-154.25
2024-04-13,Justin Gaethje vs Max Holloway,Max Holloway,0.4172063787040142,130.25
2024-04-27,Alex Perez vs Matheus Nicolau,Alex Perez,0.3874901034818305,147.0
2024-04-27,Alex Perez vs Matheus Nicolau,Matheus Nicolau,0.6125098965181694,-177.75
2024-04-27,Ariane da Silva vs Karine Silva,Ariane da Silva,0.5862370648917534,-157.75
2024-04-27,Ariane da Silva vs Karine Silva,Karine Silva,0.4137629351082466,131.5
2024-04-27,Austen Lane vs Jhonata Diniz,Austen Lane,0.2655889145496536,260.0
2024-04-27,Austen Lane vs Jhonata Diniz,Jhonata Diniz,0.7344110854503464,-331.25
2024-04-27,Austin Hubbard vs Michal Figlak,Austin Hubbard,0.3854571248150999,148.75
2024-04-27,Austin Hubbard vs Michal Figlak,Michal Figlak,0.6145428751849,-178.5
2024-04-27,Bogdan Guskov vs Ryan Spann,Bogdan Guskov,0.3856953422267155,148.5
2024-04-27,Bogdan Guskov vs Ryan Spann,Ryan Spann,0.6143046577732846,-178.5
2024-04-27,Caio Machado vs Don'Tale Mayes,Caio Machado,0.5188470066518847,-117.0
2024-04-27,Caio Machado vs Don'Tale Mayes,Don'Tale Mayes,0.4811529933481153,-100.0
2024-04-27,Chris Padilla vs James Llontop,Chris Padilla,0.2197381028425423,336.25
2024-04-27,Chris Padilla vs James Llontop,James Llontop,0.7802618971574576,-437.5
2024-04-27,David Onama vs Jonathan Pearce,David Onama,0.4204421891989851,127.5
2024-04-27,David Onama vs Jonathan Pearce,Jonathan Pearce,0.5795578108010149,-153.75
2024-04-27,Ivana Petrovic vs Liang Na,Ivana Petrovic,0.7934465831144797,-482.5
2024-04-27,Ivana Petrovic vs Liang Na,Liang Na,0.2065534168855202,363.75
2024-04-27,Ketlen Souza vs Marnic Mann,Ketlen Souza,0.7498732465776576,-362.5
2024-04-27,Ketlen Souza vs Marnic Mann,Marnic Mann,0.2501267534223424,282.5
2024-04-27,Rani Yahya vs Victor Henry,Rani Yahya,0.2264294033206034,322.5
2024-04-27,Rani Yahya vs Victor Henry,Victor Henry,0.7735705966793965,-422.5
