DATE,BOUT,FIGHTER,prob_norm,odds
2024-07-20,Loik Radzhabov vs Trey Ogden,Loik Radzhabov,0.5123395853899309,-115.33333333333331
2024-07-20,Loik Radzhabov vs Trey Ogden,Trey Ogden,0.4876604146100691,-104.0
2024-07-20,Luana Carolina vs Lucie Pudilova,Luana Carolina,0.5065261529536885,-112.66666666666669
2024-07-20,Luana Carolina vs Lucie Pudilova,Lucie Pudilova,0.4934738470463116,-106.66666666666669
2024-07-20,Mohammed Usman vs Thomas Petersen,Mohammed Usman,0.5201465201465201,-118.33333333333331
2024-07-20,Mohammed Usman vs Thomas Petersen,Thomas Petersen,0.4798534798534798,100.0
2024-07-20,SeungWoo Choi vs Steve Garcia,SeungWoo Choi,0.4182509505703422,130.0
2024-07-20,SeungWoo Choi vs Steve Garcia,Steve Garcia,0.5817490494296578,-153.0
2024-07-27,Alice Ardelean vs Shauna Bannon,Alice Ardelean,0.370878790068155,159.5
2024-07-27,Alice Ardelean vs Shauna Bannon,Shauna Bannon,0.6291212099318451,-188.75
2024-07-27,Arnold Allen vs Giga Chikadze,Arnold Allen,0.6695787128588951,-230.0
2024-07-27,Arnold Allen vs Giga Chikadze,Giga Chikadze,0.3304212871411049,190.75
2024-07-27,Belal Muhammad vs Leon Edwards,Belal Muhammad,0.3060292805793146,212.5
2024-07-27,Belal Muhammad vs Leon Edwards,Leon Edwards,0.6939707194206852,-264.5
2024-07-27,Bruna Brasil vs Molly McCann,Bruna Brasil,0.2584954981121115,270.0
2024-07-27,Bruna Brasil vs Molly McCann,Molly McCann,0.7415045018878884,-345.0
2024-07-27,Caolan Loughran vs Jake Hadley,Caolan Loughran,0.6609096066815321,-221.25
2024-07-27,Caolan Loughran vs Jake Hadley,Jake Hadley,0.3390903933184679,183.0
2024-07-27,Christian Leroy Duncan vs Gregory Rodrigues,Christian Leroy Duncan,0.5537525354969574,-136.5
2024-07-27,Christian Leroy Duncan vs Gregory Rodrigues,Gregory Rodrigues,0.4462474645030426,115.0
2024-07-27,Curtis Blaydes vs Tom Aspinall,Curtis Blaydes,0.2317971486644275,313.75
2024-07-27,Curtis Blaydes vs Tom Aspinall,Tom Aspinall,0.7682028513355725,-402.5
2024-07-27,Daniel Pineda vs Nathaniel Wood,Daniel Pineda,0.2228894337297268,329.5
2024-07-27,Daniel Pineda vs Nathaniel Wood,Nathaniel Wood,0.777110566270273,-431.25
2024-07-27,Kiefer Crosbie vs Sam Patterson,Kiefer Crosbie,0.218223679271253,338.75
2024-07-27,Kiefer Crosbie vs Sam Patterson,Sam Patterson,0.7817763207287469,-445.0
2024-07-27,Lukasz Brzeski vs Mick Parkin,Lukasz Brzeski,0.2375181774115365,303.3333333333333
2024-07-27,Lukasz Brzeski vs Mick Parkin,Mick Parkin,0.7624818225884633,-390.0
2024-07-27,Manel Kape vs Muhammad Mokaev,Manel Kape,0.3834422957105611,150.5
2024-07-27,Manel Kape vs Muhammad Mokaev,Muhammad Mokaev,0.6165577042894388,-179.25
2024-07-27,Marcin Prachnio vs Modestas Bukauskas,Marcin Prachnio,0.4148167352626632,131.5
2024-07-27,Marcin Prachnio vs Modestas Bukauskas,Modestas Bukauskas,0.5851832647373368,-156.0
2024-07-27,Oban Elliott vs Preston Parsons,Oban Elliott,0.4178903120192822,129.75
2024-07-27,Oban Elliott vs Preston Parsons,Preston Parsons,0.5821096879807178,-154.0
2024-08-03,Alonzo Menifield vs Azamat Murzakanov,Alonzo Menifield,0.3353861277358544,185.75
2024-08-03,Alonzo Menifield vs Azamat Murzakanov,Azamat Murzakanov,0.6646138722641455,-226.25
2024-08-03,Cory Sandhagen vs Umar Nurmagomedov,Cory Sandhagen,0.253173313042576,277.5
2024-08-03,Cory Sandhagen vs Umar Nurmagomedov,Umar Nurmagomedov,0.7468266869574239,-357.5
2024-08-03,Deiveson Figueiredo vs Marlon Vera,Deiveson Figueiredo,0.5636707492795389,-142.25
2024-08-03,Deiveson Figueiredo vs Marlon Vera,Marlon Vera,0.4363292507204611,120.0
2024-08-03,Denis Tiuliulin vs Sedriques Dumas,Denis Tiuliulin,0.3330294990808589,188.5
2024-08-03,Denis Tiuliulin vs Sedriques Dumas,Sedriques Dumas,0.666970500919141,-227.0
2024-08-03,Don'Tale Mayes vs Shamil Gaziev,Don'Tale Mayes,0.2821149751596877,240.0
2024-08-03,Don'Tale Mayes vs Shamil Gaziev,Shamil Gaziev,0.7178850248403122,-297.5
2024-08-03,Elves Brener vs Joel Alvarez,Elves Brener,0.4113564132271814,133.66666666666666
2024-08-03,Elves Brener vs Joel Alvarez,Joel Alvarez,0.5886435867728186,-158.0
2024-08-03,Guram Kutateladze vs Jordan Vucenic,Guram Kutateladze,0.6636481241914618,-225.0
2024-08-03,Guram Kutateladze vs Jordan Vucenic,Jordan Vucenic,0.3363518758085381,185.0
2024-08-03,Jai Herbert vs Rolando Bedoya,Jai Herbert,0.537660358186206,-127.5
2024-08-03,Jai Herbert vs Rolando Bedoya,Rolando Bedoya,0.462339641813794,107.5
2024-08-03,Kaue Fernandes vs Mohammad Yahya,Kaue Fernandes,0.7595688821334807,-383.3333333333333
2024-08-03,Kaue Fernandes vs Mohammad Yahya,Mohammad Yahya,0.2404311178665192,298.3333333333333
2024-08-03,Loopy Godinez vs Mackenzie Dern,Loopy Godinez,0.475457977905188,101.5
2024-08-03,Loopy Godinez vs Mackenzie Dern,Mackenzie Dern,0.5245420220948119,-121.0
2024-08-03,Michael Chiesa vs Tony Ferguson,Michael Chiesa,0.8081624100761297,-543.75
2024-08-03,Michael Chiesa vs Tony Ferguson,Tony Ferguson,0.1918375899238702,398.75
2024-08-03,Michal Oleksiejczuk vs Shara Magomedov,Michal Oleksiejczuk,0.3027522935779816,216.66666666666663
2024-08-03,Michal Oleksiejczuk vs Shara Magomedov,Shara Magomedov,0.6972477064220183,-266.6666666666667
2024-08-03,Sam Hughes vs Viktoriia Dudakova,Sam Hughes,0.3987974823943079,140.66666666666666
2024-08-03,Sam Hughes vs Viktoriia Dudakova,Viktoriia Dudakova,0.6012025176056921,-167.66666666666666
2024-08-10,Charalampos Grigoriou vs Toshiomi Kazama,Charalampos Grigoriou,0.689813182939725,-257.5
2024-08-10,Charalampos Grigoriou vs Toshiomi Kazama,Toshiomi Kazama,0.3101868170602749,208.75
2024-08-10,Chelsea Chandler vs Yana Santos,Chelsea Chandler,0.4179556880836486,129.25
2024-08-10,Chelsea Chandler vs Yana Santos,Yana Santos,0.5820443119163514,-154.75
2024-08-10,Chepe Mariscal vs Damon Jackson,Chepe Mariscal,0.6556291390728477,-225.0
2024-08-10,Chepe Mariscal vs Damon Jackson,Damon Jackson,0.3443708609271523,175.0
2024-08-10,Chris Gutierrez vs Quang Le,Chris Gutierrez,0.8207150661551835,-602.5
2024-08-10,Chris Gutierrez vs Quang Le,Quang Le,0.1792849338448164,433.75
2024-08-10,Danny Barlow vs Nikolay Veretennikov,Danny Barlow,0.7602863076581168,-388.75
2024-08-10,Danny Barlow vs Nikolay Veretennikov,Nikolay Veretennikov,0.2397136923418832,298.75
2024-08-10,Jarno Errens vs Youssef Zalal,Jarno Errens,0.1956293909870744,388.75
2024-08-10,Jarno Errens vs Youssef Zalal,Youssef Zalal,0.8043706090129255,-530.0
2024-08-10,Jhonata Diniz vs Karl Williams,Jhonata Diniz,0.3613522820972983,166.0
2024-08-10,Jhonata Diniz vs Karl Williams,Karl Williams,0.6386477179027017,-198.0
2024-08-10,Karol Rosa vs Pannie Kianzad,Karol Rosa,0.6557281533549809,-215.75
2024-08-10,Karol Rosa vs Pannie Kianzad,Pannie Kianzad,0.344271846645019,178.75
2024-08-10,Marcin Tybura vs Serghei Spivac,Marcin Tybura,0.4169425443334557,130.5
2024-08-10,Marcin Tybura vs Serghei Spivac,Serghei Spivac,0.5830574556665444,-154.25
2024-08-10,Stephanie Luciano vs Talita Alencar,Stephanie Luciano,0.5939352766798418,-163.0
2024-08-10,Stephanie Luciano vs Talita Alencar,Talita Alencar,0.4060647233201581,136.0
2024-08-17,Alex Reyes vs Tom Nolan,Alex Reyes,0.1107839712560507,765.0
2024-08-17,Alex Reyes vs Tom Nolan,Tom Nolan,0.8892160287439492,-1287.5
2024-08-17,Carlos Prates vs Li Jingliang,Carlos Prates,0.746359793330202,-350.0
2024-08-17,Carlos Prates vs Li Jingliang,Li Jingliang,0.253640206669798,278.3333333333333
2024-08-17,Casey O'Neill vs Luana Santos,Casey O'Neill,0.4340511814971201,121.25
2024-08-17,Casey O'Neill vs Luana Santos,Luana Santos,0.5659488185028799,-143.5
2024-08-17,Dan Hooker vs Mateusz Gamrot,Dan Hooker,0.253640206669798,278.3333333333333
2024-08-17,Dan Hooker vs Mateusz Gamrot,Mateusz Gamrot,0.746359793330202,-350.0
2024-08-17,Dricus Du Plessis vs Israel Adesanya,Dricus Du Plessis,0.482893998878295,-100.0
2024-08-17,Dricus Du Plessis vs Israel Adesanya,Israel Adesanya,0.517106001121705,-115.25
2024-08-17,Herbert Burns vs Jack Jenkins,Herbert Burns,0.1482701812191104,546.25
2024-08-17,Herbert Burns vs Jack Jenkins,Jack Jenkins,0.8517298187808897,-800.0
2024-08-17,Jairzinho Rozenstruik vs Tai Tuivasa,Jairzinho Rozenstruik,0.6634440774113212,-224.33333333333337
2024-08-17,Jairzinho Rozenstruik vs Tai Tuivasa,Tai Tuivasa,0.3365559225886788,185.0
2024-08-17,Jesus Aguilar vs Stewart Nicoll,Jesus Aguilar,0.3467319222551622,177.0
2024-08-17,Jesus Aguilar vs Stewart Nicoll,Stewart Nicoll,0.6532680777448377,-212.66666666666663
2024-08-17,Josh Culibao vs Ricardo Ramos,Josh Culibao,0.559143966185698,-139.5
2024-08-17,Josh Culibao vs Ricardo Ramos,Ricardo Ramos,0.4408560338143021,117.75
2024-08-17,Junior Tafa vs Valter Walker,Junior Tafa,0.5293776638844788,-123.25
2024-08-17,Junior Tafa vs Valter Walker,Valter Walker,0.4706223361155212,103.75
2024-08-17,Kai Kara-France vs Steve Erceg,Kai Kara-France,0.3738975234174495,157.0
2024-08-17,Kai Kara-France vs Steve Erceg,Steve Erceg,0.6261024765825506,-187.0
2024-08-24,Angela Hill vs Tabatha Ricci,Angela Hill,0.4564591949764707,110.5
2024-08-24,Angela Hill vs Tabatha Ricci,Tabatha Ricci,0.5435408050235292,-130.25
2024-08-24,Caio Borralho vs Jared Cannonier,Caio Borralho,0.6932466498606872,-261.25
2024-08-24,Caio Borralho vs Jared Cannonier,Jared Cannonier,0.3067533501393127,212.5
2024-08-24,Dennis Buzukja vs Francis Marshall,Dennis Buzukja,0.4188888693618767,129.25
2024-08-24,Dennis Buzukja vs Francis Marshall,Francis Marshall,0.5811111306381233,-153.25
2024-08-24,Edmen Shahbazyan vs Gerald Meerschaert,Edmen Shahbazyan,0.747014086715626,-353.75
2024-08-24,Edmen Shahbazyan vs Gerald Meerschaert,Gerald Meerschaert,0.2529859132843739,278.75
2024-08-24,Jacqueline Cavalcanti vs Josiane Nunes,Jacqueline Cavalcanti,0.6636481241914618,-225.0
2024-08-24,Jacqueline Cavalcanti vs Josiane Nunes,Josiane Nunes,0.3363518758085381,185.0
2024-08-24,James Llontop vs Viacheslav Borshchev,James Llontop,0.3440695004045472,179.0
2024-08-24,James Llontop vs Viacheslav Borshchev,Viacheslav Borshchev,0.6559304995954528,-215.75
2024-08-24,Jose Daniel Medina vs Zach Reese,Jose Daniel Medina,0.1780006267627703,437.5
2024-08-24,Jose Daniel Medina vs Zach Reese,Zach Reese,0.8219993732372296,-610.0
2024-08-24,Kaan Ofli vs Mairon Santos,Kaan Ofli,0.3587097157983968,167.5
2024-08-24,Kaan Ofli vs Mairon Santos,Mairon Santos,0.6412902842016032,-201.5
2024-08-24,Michael Morales vs Neil Magny,Michael Morales,0.8625901751975267,-900.0
2024-08-24,Michael Morales vs Neil Magny,Neil Magny,0.1374098248024733,597.5
2024-08-24,Robert Valentin vs Ryan Loder,Robert Valentin,0.5926858857863939,-161.25
2024-08-24,Robert Valentin vs Ryan Loder,Ryan Loder,0.407314114213606,135.75
2024-08-24,Victoria Leonardo vs Wang Cong,Victoria Leonardo,0.1127348643006263,750.0
2024-08-24,Victoria Leonardo vs Wang Cong,Wang Cong,0.8872651356993738,-1250.0
2024-09-07,Andre Lima vs Felipe dos Santos,Andre Lima,0.5982262883455329,-165.25
2024-09-07,Andre Lima vs Felipe dos Santos,Felipe dos Santos,0.4017737116544669,139.0
2024-09-07,Andre Petroski vs Dylan Budka,Andre Petroski,0.7223958445589154,-302.5
2024-09-07,Andre Petroski vs Dylan Budka,Dylan Budka,0.2776041554410845,246.25
2024-09-07,Brendon Marotte vs Isaac Dulgarian,Brendon Marotte,0.0759298845660538,1162.5
2024-09-07,Brendon Marotte vs Isaac Dulgarian,Isaac Dulgarian,0.924070115433946,-2675.0
2024-09-07,Cody Durden vs Matt Schnell,Cody Durden,0.7025689487951059,-273.75
2024-09-07,Cody Durden vs Matt Schnell,Matt Schnell,0.2974310512048942,222.5
2024-09-07,Gabriel Santos vs Yizha,Gabriel Santos,0.6989692301797141,-268.25
2024-09-07,Gabriel Santos vs Yizha,Yizha,0.3010307698202858,218.75
2024-09-07,Gilbert Burns vs Sean Brady,Gilbert Burns,0.3743357503730268,157.0
2024-09-07,Gilbert Burns vs Sean Brady,Sean Brady,0.6256642496269731,-186.0
2024-09-07,Jaqueline Amorim vs Vanessa Demopoulos,Jaqueline Amorim,0.7281244259383993,-316.25
2024-09-07,Jaqueline Amorim vs Vanessa Demopoulos,Vanessa Demopoulos,0.2718755740616006,252.5
2024-09-07,Jessica Andrade vs Natalia Silva,Jessica Andrade,0.272833139244718,252.5
2024-09-07,Jessica Andrade vs Natalia Silva,Natalia Silva,0.727166860755282,-310.0
2024-09-07,Kyle Nelson vs Steve Garcia,Kyle Nelson,0.3798223574195608,152.75
2024-09-07,Kyle Nelson vs Steve Garcia,Steve Garcia,0.6201776425804391,-182.5
2024-09-07,Nathan Fletcher vs Zygimantas Ramaska,Nathan Fletcher,0.5448613817831506,-131.5
2024-09-07,Nathan Fletcher vs Zygimantas Ramaska,Zygimantas Ramaska,0.4551386182168495,110.75
2024-09-07,Trevor Peek vs Yanal Ashmouz,Trevor Peek,0.5231431646932185,-121.5
2024-09-07,Trevor Peek vs Yanal Ashmouz,Yanal Ashmouz,0.4768568353067814,100.0
2024-09-14,Alexa Grasso vs Valentina Shevchenko,Alexa Grasso,0.5547079767395982,-137.0
2024-09-14,Alexa Grasso vs Valentina Shevchenko,Valentina Shevchenko,0.4452920232604019,115.5
2024-09-14,Aoriqileng vs Raul Rosas Jr.,Aoriqileng,0.1276595744680851,650.0
2024-09-14,Aoriqileng vs Raul Rosas Jr.,Raul Rosas Jr.,0.8723404255319148,-1025.0
2024-09-14,Brian Ortega vs Diego Lopes,Brian Ortega,0.3686124015350434,160.5
2024-09-14,Brian Ortega vs Diego Lopes,Diego Lopes,0.6313875984649565,-192.0
2024-09-14,Daniel Zellhuber vs Esteban Ribovics,Daniel Zellhuber,0.6631101731347949,-223.25
2024-09-14,Daniel Zellhuber vs Esteban Ribovics,Esteban Ribovics,0.3368898268652049,185.0
2024-09-14,Edgar Chairez vs Joshua Van,Edgar Chairez,0.3144224196855775,205.0
2024-09-14,Edgar Chairez vs Joshua Van,Joshua Van,0.6855775803144225,-250.75
2024-09-14,Ignacio Bahamondes vs Manuel Torres,Ignacio Bahamondes,0.466402578931907,105.75
2024-09-14,Ignacio Bahamondes vs Manuel Torres,Manuel Torres,0.5335974210680929,-125.25
2024-09-14,Irene Aldana vs Norma Dumont,Irene Aldana,0.5005448952847487,-109.75
2024-09-14,Irene Aldana vs Norma Dumont,Norma Dumont,0.4994551047152513,-109.25
2024-09-14,Ketlen Souza vs Yazmin Jauregui,Ketlen Souza,0.188635759241202,406.25
2024-09-14,Ketlen Souza vs Yazmin Jauregui,Yazmin Jauregui,0.811364240758798,-565.0
2024-09-14,Merab Dvalishvili vs Sean O'Malley,Merab Dvalishvili,0.4589463959099336,108.75
2024-09-14,Merab Dvalishvili vs Sean O'Malley,Sean O'Malley,0.5410536040900663,-129.75
2024-09-14,Ode Osbourne vs Ronaldo Rodriguez,Ode Osbourne,0.4064056536228824,135.66666666666666
2024-09-14,Ode Osbourne vs Ronaldo Rodriguez,Ronaldo Rodriguez,0.5935943463771177,-163.0
2024-09-28,Ailin Perez vs Daria Zhelezniakova,Ailin Perez,0.6521860109213592,-212.5
2024-09-28,Ailin Perez vs Daria Zhelezniakova,Daria Zhelezniakova,0.3478139890786407,175.75
2024-09-28,Benoit Saint Denis vs Renato Moicano,Benoit Saint Denis,0.703882241542567,-276.25
2024-09-28,Benoit Saint Denis vs Renato Moicano,Renato Moicano,0.296117758457433,223.75
2024-09-28,Bolaji Oki vs Chris Duncan,Bolaji Oki,0.6258746158534002,-187.0
2024-09-28,Bolaji Oki vs Chris Duncan,Chris Duncan,0.3741253841465998,156.75
2024-09-28,Brendan Allen vs Nassourdine Imavov,Brendan Allen,0.3548191165353574,170.75
2024-09-28,Brendan Allen vs Nassourdine Imavov,Nassourdine Imavov,0.6451808834646426,-204.5
2024-09-28,Bryan Battle vs Kevin Jousset,Bryan Battle,0.5973332826834319,-165.0
2024-09-28,Bryan Battle vs Kevin Jousset,Kevin Jousset,0.4026667173165683,138.25
2024-09-28,Da Woon Jung vs Oumar Sy,Da Woon Jung,0.1840782502377394,420.0
2024-09-28,Da Woon Jung vs Oumar Sy,Oumar Sy,0.8159217497622606,-577.5
2024-09-28,Daniel Barez vs Victor Altamirano,Daniel Barez,0.4590360243488674,108.5
2024-09-28,Daniel Barez vs Victor Altamirano,Victor Altamirano,0.5409639756511326,-130.0
2024-09-28,Fares Ziam vs Matt Frevola,Fares Ziam,0.5346914249176337,-126.5
2024-09-28,Fares Ziam vs Matt Frevola,Matt Frevola,0.4653085750823663,105.75
2024-09-28,Gabriel Miranda vs Morgan Charriere,Gabriel Miranda,0.1666102268879105,475.0
2024-09-28,Gabriel Miranda vs Morgan Charriere,Morgan Charriere,0.8333897731120893,-668.75
2024-09-28,Ion Cutelaba vs Ivan Erslan,Ion Cutelaba,0.4804191947049089,-100.0
2024-09-28,Ion Cutelaba vs Ivan Erslan,Ivan Erslan,0.519580805295091,-117.75
2024-09-28,Jacqueline Cavalcanti vs Nora Cornolle,Jacqueline Cavalcanti,0.6526308757710035,-212.0
2024-09-28,Jacqueline Cavalcanti vs Nora Cornolle,Nora Cornolle,0.3473691242289964,176.5
2024-09-28,Joanderson Brito vs William Gomis,Joanderson Brito,0.7314906219151036,-325.0
2024-09-28,Joanderson Brito vs William Gomis,William Gomis,0.2685093780848963,256.25
2024-09-28,Ludovit Klein vs Roosevelt Roberts,Ludovit Klein,0.8715328467153284,-1000.0
2024-09-28,Ludovit Klein vs Roosevelt Roberts,Roosevelt Roberts,0.1284671532846715,646.25
2024-09-28,Taylor Lapilus vs Vince Morales,Taylor Lapilus,0.7589795758666562,-381.25
2024-09-28,Taylor Lapilus vs Vince Morales,Vince Morales,0.2410204241333437,297.5
2024-10-05,Alex Pereira vs Khalil Rountree Jr.,Alex Pereira,0.7883993320332116,-466.25
2024-10-05,Alex Pereira vs Khalil Rountree Jr.,Khalil Rountree Jr.,0.2116006679667885,352.5
2024-10-05,Alexander Hernandez vs Austin Hubbard,Alexander Hernandez,0.552500894641543,-135.25
2024-10-05,Alexander Hernandez vs Austin Hubbard,Austin Hubbard,0.447499105358457,114.75
2024-10-05,Carla Esparza vs Tecia Pennington,Carla Esparza,0.3812709030100334,150.0
2024-10-05,Carla Esparza vs Tecia Pennington,Tecia Pennington,0.6187290969899665,-185.0
2024-10-05,Cesar Almeida vs Ihor Potieria,Cesar Almeida,0.7604938271604939,-385.0
2024-10-05,Cesar Almeida vs Ihor Potieria,Ihor Potieria,0.2395061728395062,300.0
2024-10-05,Court McGee vs Tim Means,Court McGee,0.3698059631609029,159.75
2024-10-05,Court McGee vs Tim Means,Tim Means,0.630194036839097,-190.75
2024-10-05,Iasmin Lucindo vs Marina Rodriguez,Iasmin Lucindo,0.6264284810147125,-187.75
2024-10-05,Iasmin Lucindo vs Marina Rodriguez,Marina Rodriguez,0.3735715189852876,157.0
2024-10-05,Joaquin Buckley vs Stephen Thompson,Joaquin Buckley,0.6655861211833896,-226.25
2024-10-05,Joaquin Buckley vs Stephen Thompson,Stephen Thompson,0.3344138788166105,187.0
2024-10-05,Jose Aldo vs Mario Bautista,Jose Aldo,0.4409431386295709,118.0
2024-10-05,Jose Aldo vs Mario Bautista,Mario Bautista,0.5590568613704292,-139.0
2024-10-05,Julianna Pena vs Raquel Pennington,Julianna Pena,0.4043714276132024,137.25
2024-10-05,Julianna Pena vs Raquel Pennington,Raquel Pennington,0.5956285723867976,-163.75
2024-10-05,Kayla Harrison vs Ketlen Vieira,Kayla Harrison,0.8820058997050149,-1150.0
2024-10-05,Kayla Harrison vs Ketlen Vieira,Ketlen Vieira,0.1179941002949852,712.5
2024-10-05,Kevin Holland vs Roman Dolidze,Kevin Holland,0.584200430867722,-155.25
2024-10-05,Kevin Holland vs Roman Dolidze,Roman Dolidze,0.415799569132278,131.0
2024-10-05,Ovince Saint Preux vs Ryan Spann,Ovince Saint Preux,0.3176824093400922,202.0
2024-10-05,Ovince Saint Preux vs Ryan Spann,Ryan Spann,0.6823175906599078,-246.25
2024-10-12,Alex Morono vs Daniel Rodriguez,Alex Morono,0.3475742215785662,176.25
2024-10-12,Alex Morono vs Daniel Rodriguez,Daniel Rodriguez,0.6524257784214337,-212.0
2024-10-12,Brad Tavares vs JunYong Park,Brad Tavares,0.3628131787451436,165.0
2024-10-12,Brad Tavares vs JunYong Park,JunYong Park,0.6371868212548564,-196.5
2024-10-12,Brandon Royval vs Tatsuro Taira,Brandon Royval,0.284484711211778,237.5
2024-10-12,Brandon Royval vs Tatsuro Taira,Tatsuro Taira,0.7155152887882219,-292.5
2024-10-12,CJ Vergara vs Ramazan Temirov,CJ Vergara,0.2582664840540011,271.6666666666667
2024-10-12,CJ Vergara vs Ramazan Temirov,Ramazan Temirov,0.7417335159459988,-340.0
2024-10-12,Chidi Njokuani vs Jared Gooden,Chidi Njokuani,0.5983844789189599,-166.0
2024-10-12,Chidi Njokuani vs Jared Gooden,Jared Gooden,0.4016155210810403,138.75
2024-10-12,Clayton Carpenter vs Lucas Rocha,Clayton Carpenter,0.6644295302013423,-225.0
2024-10-12,Clayton Carpenter vs Lucas Rocha,Lucas Rocha,0.3355704697986577,186.0
2024-10-12,Cody Haddon vs Dan Argueta,Cody Haddon,0.6063959049662625,-170.66666666666666
2024-10-12,Cody Haddon vs Dan Argueta,Dan Argueta,0.3936040950337375,144.33333333333334
2024-10-12,Cory McKenna vs Julia Polastri,Cory McKenna,0.4685033355400519,104.75
2024-10-12,Cory McKenna vs Julia Polastri,Julia Polastri,0.531496664459948,-124.25
2024-10-12,Grant Dawson vs Rafa Garcia,Grant Dawson,0.7587739749448226,-385.0
2024-10-12,Grant Dawson vs Rafa Garcia,Rafa Garcia,0.2412260250551773,296.25
2024-10-12,Jonathan Pearce vs Pat Sabatini,Jonathan Pearce,0.6239673752906288,-184.75
2024-10-12,Jonathan Pearce vs Pat Sabatini,Pat Sabatini,0.3760326247093712,155.75
2024-10-12,Junior Tafa vs Sean Sharaf,Junior Tafa,0.7302597350622323,-321.25
2024-10-12,Junior Tafa vs Sean Sharaf,Sean Sharaf,0.2697402649377676,255.0
2024-10-12,Niko Price vs Themba Gorimbo,Niko Price,0.2553191489361702,275.0
2024-10-12,Niko Price vs Themba Gorimbo,Themba Gorimbo,0.7446808510638298,-350.0
2024-10-19,Alice Ardelean vs Melissa Martinez,Alice Ardelean,0.4355170420686163,120.25
2024-10-19,Alice Ardelean vs Melissa Martinez,Melissa Martinez,0.5644829579313836,-143.0
2024-10-19,Anthony Hernandez vs Michel Pereira,Anthony Hernandez,0.5590449806306255,-139.75
2024-10-19,Anthony Hernandez vs Michel Pereira,Michel Pereira,0.4409550193693746,117.5
2024-10-19,Asu Almabayev vs Matheus Nicolau,Asu Almabayev,0.6631359611043584,-223.33333333333337
2024-10-19,Asu Almabayev vs Matheus Nicolau,Matheus Nicolau,0.3368640388956416,185.0
2024-10-19,Austen Lane vs Robelis Despaigne,Austen Lane,0.2725793744180573,251.25
2024-10-19,Austen Lane vs Robelis Despaigne,Robelis Despaigne,0.7274206255819425,-316.25
2024-10-19,Brad Katona vs Jean Matsumoto,Brad Katona,0.3383029778529562,183.5
2024-10-19,Brad Katona vs Jean Matsumoto,Jean Matsumoto,0.6616970221470438,-222.5
2024-10-19,Cameron Smotherman vs Jake Hadley,Cameron Smotherman,0.2000226363065778,378.75
2024-10-19,Cameron Smotherman vs Jake Hadley,Jake Hadley,0.7999773636934221,-507.5
2024-10-19,Charles Johnson vs Sumudaerji,Charles Johnson,0.679647147582845,-245.0
2024-10-19,Charles Johnson vs Sumudaerji,Sumudaerji,0.3203528524171551,198.75
2024-10-19,Daniel Pineda vs Darren Elkins,Daniel Pineda,0.4625542254506596,107.5
2024-10-19,Daniel Pineda vs Darren Elkins,Darren Elkins,0.5374457745493405,-127.25
2024-10-19,Elise Reed vs Jessica Penne,Elise Reed,0.6278746362442379,-189.0
2024-10-19,Elise Reed vs Jessica Penne,Jessica Penne,0.3721253637557621,158.0
2024-10-19,Joselyne Edwards vs Tamires Vidal,Joselyne Edwards,0.6882385920168852,-254.5
2024-10-19,Joselyne Edwards vs Tamires Vidal,Tamires Vidal,0.3117614079831147,207.5
2024-10-19,Kyler Phillips vs Rob Font,Kyler Phillips,0.803547606107021,-521.25
2024-10-19,Kyler Phillips vs Rob Font,Rob Font,0.1964523938929789,387.5
2024-10-26,Abus Magomedov vs Brunno Ferreira,Abus Magomedov,0.5855601764108829,-156.33333333333334
2024-10-26,Abus Magomedov vs Brunno Ferreira,Brunno Ferreira,0.4144398235891172,131.66666666666666
2024-10-26,Aleksandar Rakic vs Magomed Ankalaev,Aleksandar Rakic,0.2438517048818343,292.5
2024-10-26,Aleksandar Rakic vs Magomed Ankalaev,Magomed Ankalaev,0.7561482951181657,-376.25
2024-10-26,Armen Petrosyan vs Shara Magomedov,Armen Petrosyan,0.3851398665831275,149.0
2024-10-26,Armen Petrosyan vs Shara Magomedov,Shara Magomedov,0.6148601334168724,-178.66666666666666
2024-10-26,Bruno Silva vs Ismail Naurdiev,Bruno Silva,0.3931180870419037,144.0
2024-10-26,Bruno Silva vs Ismail Naurdiev,Ismail Naurdiev,0.6068819129580963,-172.25
2024-10-26,Carlos Leal vs Rinat Fakhretdinov,Carlos Leal,0.3307748081106083,190.0
2024-10-26,Carlos Leal vs Rinat Fakhretdinov,Rinat Fakhretdinov,0.6692251918893917,-230.75
2024-10-26,Chris Barnett vs Kennedy Nzechukwu,Chris Barnett,0.1580365160131697,506.25
2024-10-26,Chris Barnett vs Kennedy Nzechukwu,Kennedy Nzechukwu,0.8419634839868303,-725.0
2024-10-26,Dan Ige vs Lerone Murphy,Dan Ige,0.2976874282003895,222.5
2024-10-26,Dan Ige vs Lerone Murphy,Lerone Murphy,0.7023125717996104,-272.5
2024-10-26,Farid Basharat vs Victor Hugo,Farid Basharat,0.8454545454545453,-750.0
2024-10-26,Farid Basharat vs Victor Hugo,Victor Hugo,0.1545454545454545,520.0
2024-10-26,Geoff Neal vs Rafael Dos Anjos,Geoff Neal,0.7281496638409822,-313.3333333333333
2024-10-26,Geoff Neal vs Rafael Dos Anjos,Rafael Dos Anjos,0.2718503361590178,253.33333333333337
2024-10-26,Ibo Aslan vs Rafael Cerqueira,Ibo Aslan,0.4816462736373749,-100.0
2024-10-26,Ibo Aslan vs Rafael Cerqueira,Rafael Cerqueira,0.5183537263626252,-116.5
