DATE,jevent,jbout,f1,f2,winner,loser,method,f1_win,weightindex,finish_round
2019-10-26,UFCFightNight:Maiavs.Askren,DemianMaiavs.BenAskren,BenAskren,DemianMaia,DemianMaia,BenAskren,sub,0,9,3
2019-10-26,UFCFightNight:Maiavs.Askren,CirylGanevs.Don'TaleMayes,CirylGane,Don'TaleMayes,CirylGane,Don'TaleMayes,sub,1,12,3
2019-10-26,UFCFightNight:Maiavs.Askren,AlexWhitevs.RafaelFiziev,AlexWhite,RafaelFiziev,RafaelFiziev,AlexWhite,dec,0,8,3
2019-10-26,UFCFightNight:Maiavs.Askren,RandaMarkosvs.AshleyYoder,AshleyYoder,RandaMarkos,RandaMarkos,AshleyYoder,dec,0,1,3
2019-10-26,UFCFightNight:Maiavs.Askren,MichaelJohnsonvs.StevieRay,MichaelJohnson,StevieRay,StevieRay,MichaelJohnson,dec,0,8,3
2019-10-26,UFCFightNight:Maiavs.Askren,RaphaelPessoavs.JeffHughes,JeffHughes,RaphaelPessoa,RaphaelPessoa,JeffHughes,dec,0,12,3
2019-10-26,UFCFightNight:Maiavs.Askren,MauriceGreenevs.SergeiPavlovich,MauriceGreene,SergeiPavlovich,SergeiPavlovich,MauriceGreene,ko,0,12,1
2019-11-02,UFC244:Masvidalvs.Diaz,StephenThompsonvs.VicenteLuque,StephenThompson,VicenteLuque,StephenThompson,VicenteLuque,dec,1,9,3
2019-11-02,UFC244:Masvidalvs.Diaz,ShaneBurgosvs.MakwanAmirkhani,MakwanAmirkhani,ShaneBurgos,ShaneBurgos,MakwanAmirkhani,ko,0,7,3
2019-11-02,UFC244:Masvidalvs.Diaz,BradTavaresvs.EdmenShahbazyan,BradTavares,EdmenShahbazyan,EdmenShahbazyan,BradTavares,ko,0,10,1
2019-11-02,UFC244:Masvidalvs.Diaz,CoreyAndersonvs.JohnnyWalker,CoreyAnderson,JohnnyWalker,CoreyAnderson,JohnnyWalker,ko,1,11,1
2019-11-02,UFC244:Masvidalvs.Diaz,DerrickLewisvs.BlagoyIvanov,BlagoyIvanov,DerrickLewis,DerrickLewis,BlagoyIvanov,dec,0,12,3
2019-11-02,UFC244:Masvidalvs.Diaz,JorgeMasvidalvs.NateDiaz,JorgeMasvidal,NateDiaz,JorgeMasvidal,NateDiaz,ko,1,9,3
2019-11-02,UFC244:Masvidalvs.Diaz,JulioArcevs.HakeemDawodu,HakeemDawodu,JulioArce,HakeemDawodu,JulioArce,dec,1,7,3
2019-11-02,UFC244:Masvidalvs.Diaz,KatlynCerminaravs.JenniferMaia,JenniferMaia,KatlynCerminara,KatlynCerminara,JenniferMaia,dec,0,2,3
2019-11-02,UFC244:Masvidalvs.Diaz,KelvinGastelumvs.DarrenTill,DarrenTill,KelvinGastelum,DarrenTill,KelvinGastelum,dec,1,10,3
2019-11-02,UFC244:Masvidalvs.Diaz,AndreiArlovskivs.JairzinhoRozenstruik,AndreiArlovski,JairzinhoRozenstruik,JairzinhoRozenstruik,AndreiArlovski,ko,0,12,1
2019-11-02,UFC244:Masvidalvs.Diaz,KevinLeevs.GregorGillespie,GregorGillespie,KevinLee,KevinLee,GregorGillespie,ko,0,8,1
2019-11-02,UFC244:Masvidalvs.Diaz,LymanGoodvs.ChanceRencountre,ChanceRencountre,LymanGood,LymanGood,ChanceRencountre,ko,0,9,3
2019-11-09,UFCFightNight:Zabitvs.Kattar,AbubakarNurmagomedovvs.DavidZawada,AbubakarNurmagomedov,DavidZawada,DavidZawada,AbubakarNurmagomedov,sub,0,9,1
2019-11-09,UFCFightNight:Zabitvs.Kattar,AlexanderVolkovvs.GregHardy,AlexanderVolkov,GregHardy,AlexanderVolkov,GregHardy,dec,1,12,3
2019-11-09,UFCFightNight:Zabitvs.Kattar,AlexanderYakovlevvs.RooseveltRoberts,AlexanderYakovlev,RooseveltRoberts,RooseveltRoberts,AlexanderYakovlev,dec,0,8,3
2019-11-09,UFCFightNight:Zabitvs.Kattar,GrigoryPopovvs.DaveyGrant,DaveyGrant,GrigoryPopov,DaveyGrant,GrigoryPopov,dec,1,6,3
2019-11-09,UFCFightNight:Zabitvs.Kattar,ZelimImadaevvs.DannyRoberts,DannyRoberts,ZelimImadaev,DannyRoberts,ZelimImadaev,ko,1,9,2
2019-11-09,UFCFightNight:Zabitvs.Kattar,ZabitMagomedsharipovvs.CalvinKattar,CalvinKattar,ZabitMagomedsharipov,ZabitMagomedsharipov,CalvinKattar,dec,0,7,3
2019-11-09,UFCFightNight:Zabitvs.Kattar,ShamilGamzatovvs.KlidsonAbreu,KlidsonAbreu,ShamilGamzatov,ShamilGamzatov,KlidsonAbreu,dec,0,11,3
2019-11-09,UFCFightNight:Zabitvs.Kattar,RustamKhabilovvs.SergeyKhandozhko,RustamKhabilov,SergeyKhandozhko,RustamKhabilov,SergeyKhandozhko,dec,1,8,3
2019-11-09,UFCFightNight:Zabitvs.Kattar,RomanKopylovvs.KarlRoberson,KarlRoberson,RomanKopylov,KarlRoberson,RomanKopylov,sub,1,11,3
2019-11-09,UFCFightNight:Zabitvs.Kattar,RamazanEmeevvs.AnthonyRoccoMartin,AnthonyRoccoMartin,RamazanEmeev,AnthonyRoccoMartin,RamazanEmeev,dec,1,9,3
2019-11-09,UFCFightNight:Zabitvs.Kattar,MagomedAnkalaevvs.DalchaLungiambula,DalchaLungiambula,MagomedAnkalaev,MagomedAnkalaev,DalchaLungiambula,ko,0,10,3
2019-11-09,UFCFightNight:Zabitvs.Kattar,Jessica-RoseClarkvs.PannieKianzad,Jessica-RoseClark,PannieKianzad,PannieKianzad,Jessica-RoseClark,dec,0,3,3
2019-11-09,UFCFightNight:Zabitvs.Kattar,KhadisIbragimovvs.EdHerman,EdHerman,KhadisIbragimov,EdHerman,KhadisIbragimov,dec,1,11,3
2019-11-16,UFCFightNight:Blachowiczvs.Jacare,SergioMoraesvs.JamesKrause,JamesKrause,SergioMoraes,JamesKrause,SergioMoraes,ko,1,9,3
2019-11-16,UFCFightNight:Blachowiczvs.Jacare,RicardoRamosvs.EduardoGaragorri,EduardoGaragorri,RicardoRamos,RicardoRamos,EduardoGaragorri,sub,0,7,1
2019-11-16,UFCFightNight:Blachowiczvs.Jacare,MauricioRuavs.PaulCraig,MauricioRua,PaulCraig,PaulCraig,MauricioRua,dec,0,11,3
2019-11-16,UFCFightNight:Blachowiczvs.Jacare,JanBlachowiczvs.JacareSouza,JacareSouza,JanBlachowicz,JanBlachowicz,JacareSouza,dec,0,10,5
2019-11-16,UFCFightNight:Blachowiczvs.Jacare,FranciscoTrinaldovs.KingGreen,FranciscoTrinaldo,KingGreen,FranciscoTrinaldo,KingGreen,dec,1,9,3
2019-11-16,UFCFightNight:Blachowiczvs.Jacare,DouglasSilvadeAndradevs.RenanBarao,DouglasSilvadeAndrade,RenanBarao,DouglasSilvadeAndrade,RenanBarao,dec,1,6,3
2019-11-16,UFCFightNight:Blachowiczvs.Jacare,CharlesOliveiravs.JaredGordon,CharlesOliveira,JaredGordon,CharlesOliveira,JaredGordon,ko,1,8,1
2019-11-16,UFCFightNight:Blachowiczvs.Jacare,MarkusPerezvs.WellingtonTurman,MarkusPerez,WellingtonTurman,WellingtonTurman,MarkusPerez,dec,0,10,3
2019-11-16,UFCFightNight:Blachowiczvs.Jacare,AntonioArroyovs.AndreMuniz,AndreMuniz,AntonioArroyo,AndreMuniz,AntonioArroyo,dec,1,10,3
2019-11-16,UFCFightNight:Blachowiczvs.Jacare,ArianedaSilvavs.IsabeladePadua,ArianedaSilva,IsabeladePadua,ArianedaSilva,IsabeladePadua,dec,1,2,3
2019-11-16,UFCFightNight:Blachowiczvs.Jacare,WarlleyAlvesvs.RandyBrown,RandyBrown,WarlleyAlves,RandyBrown,WarlleyAlves,sub,1,9,2
2019-11-16,UFCFightNight:Blachowiczvs.Jacare,VanessaMelovs.TracyCortez,TracyCortez,VanessaMelo,TracyCortez,VanessaMelo,dec,1,2,3
2019-12-07,UFCFightNight:Overeemvs.Rozenstruik,JoeSoleckivs.MattWiman,JoeSolecki,MattWiman,JoeSolecki,MattWiman,dec,1,8,3
2019-12-07,UFCFightNight:Overeemvs.Rozenstruik,BryceMitchellvs.MattSayles,BryceMitchell,MattSayles,BryceMitchell,MattSayles,sub,1,6,1
2019-12-07,UFCFightNight:Overeemvs.Rozenstruik,BillyQuarantillovs.JacobKilburn,BillyQuarantillo,JacobKilburn,BillyQuarantillo,JacobKilburn,sub,1,7,2
2019-12-07,UFCFightNight:Overeemvs.Rozenstruik,AspenLaddvs.YanaSantos,AspenLadd,YanaSantos,AspenLadd,YanaSantos,ko,1,3,3
2019-12-07,UFCFightNight:Overeemvs.Rozenstruik,AlistairOvereemvs.JairzinhoRozenstruik,AlistairOvereem,JairzinhoRozenstruik,JairzinhoRozenstruik,AlistairOvereem,ko,0,12,5
2019-12-07,UFCFightNight:Overeemvs.Rozenstruik,MarinaRodriguezvs.CynthiaCalvillo,CynthiaCalvillo,MarinaRodriguez,MarinaRodriguez,CynthiaCalvillo,dec,0,1,3
2019-12-07,UFCFightNight:Overeemvs.Rozenstruik,RobFontvs.RickySimon,RickySimon,RobFont,RobFont,RickySimon,dec,0,6,3
2019-12-07,UFCFightNight:Overeemvs.Rozenstruik,ThiagoAlvesvs.TimMeans,ThiagoAlves,TimMeans,TimMeans,ThiagoAlves,sub,0,9,1
2019-12-07,UFCFightNight:Overeemvs.Rozenstruik,VirnaJandirobavs.MalloryMartin,MalloryMartin,VirnaJandiroba,VirnaJandiroba,MalloryMartin,sub,0,1,2
2019-12-07,UFCFightNight:Overeemvs.Rozenstruik,MakhmudMuradovvs.TrevorSmith,MakhmudMuradov,TrevorSmith,MakhmudMuradov,TrevorSmith,ko,1,10,3
2019-12-07,UFCFightNight:Overeemvs.Rozenstruik,CodyStamannvs.SongYadong,CodyStamann,SongYadong,SongYadong,CodyStamann,dec,0,6,3
2019-12-07,UFCFightNight:Overeemvs.Rozenstruik,StefanStruvevs.BenRothwell,BenRothwell,StefanStruve,BenRothwell,StefanStruve,ko,1,12,2
2019-12-14,UFC245:Usmanvs.Covington,KetlenVieiravs.IreneAldana,IreneAldana,KetlenVieira,IreneAldana,KetlenVieira,ko,1,3,1
2019-12-14,UFC245:Usmanvs.Covington,GeoffNealvs.MikePerry,GeoffNeal,MikePerry,GeoffNeal,MikePerry,ko,1,9,1
2019-12-14,UFC245:Usmanvs.Covington,ChaseHoopervs.DanielTeymur,ChaseHooper,DanielTeymur,ChaseHooper,DanielTeymur,ko,1,8,1
2019-12-14,UFC245:Usmanvs.Covington,BrandonMorenovs.KaiKara-France,BrandonMoreno,KaiKara-France,BrandonMoreno,KaiKara-France,dec,1,5,3
2019-12-14,UFC245:Usmanvs.Covington,MattBrownvs.BenSaunders,BenSaunders,MattBrown,MattBrown,BenSaunders,ko,0,9,2
2019-12-14,UFC245:Usmanvs.Covington,MaxHollowayvs.AlexanderVolkanovski,AlexanderVolkanovski,MaxHolloway,AlexanderVolkanovski,MaxHolloway,dec,1,7,5
2019-12-14,UFC245:Usmanvs.Covington,PetrYanvs.UrijahFaber,PetrYan,UrijahFaber,PetrYan,UrijahFaber,ko,1,6,3
2019-12-14,UFC245:Usmanvs.Covington,PunaheleSorianovs.OskarPiechota,OskarPiechota,PunaheleSoriano,PunaheleSoriano,OskarPiechota,ko,0,10,1
2019-12-14,UFC245:Usmanvs.Covington,AmandaNunesvs.GermainedeRandamie,AmandaNunes,GermainedeRandamie,AmandaNunes,GermainedeRandamie,dec,1,3,5
2019-12-14,UFC245:Usmanvs.Covington,JessicaEyevs.VivianeAraujo,JessicaEye,VivianeAraujo,JessicaEye,VivianeAraujo,dec,1,2,3
2019-12-14,UFC245:Usmanvs.Covington,MarlonMoraesvs.JoseAldo,JoseAldo,MarlonMoraes,MarlonMoraes,JoseAldo,dec,0,6,3
2019-12-14,UFC245:Usmanvs.Covington,KamaruUsmanvs.ColbyCovington,ColbyCovington,KamaruUsman,KamaruUsman,ColbyCovington,ko,0,9,5
2019-12-14,UFC245:Usmanvs.Covington,IanHeinischvs.OmariAkhmedov,IanHeinisch,OmariAkhmedov,OmariAkhmedov,IanHeinisch,dec,0,10,3
2019-12-21,UFCFightNight:Edgarvs.TheKoreanZombie,JunYongParkvs.Marc-AndreBarriault,JunYongPark,Marc-AndreBarriault,JunYongPark,Marc-AndreBarriault,dec,1,10,3
2019-12-21,UFCFightNight:Edgarvs.TheKoreanZombie,FrankieEdgarvs.ChanSungJung,ChanSungJung,FrankieEdgar,ChanSungJung,FrankieEdgar,ko,1,7,1
2019-12-21,UFCFightNight:Edgarvs.TheKoreanZombie,CirylGanevs.TannerBoser,CirylGane,TannerBoser,CirylGane,TannerBoser,dec,1,12,3
2019-12-21,UFCFightNight:Edgarvs.TheKoreanZombie,DongHyunMavs.OmarMorales,DongHyunMa,OmarMorales,OmarMorales,DongHyunMa,dec,0,8,3
2019-12-21,UFCFightNight:Edgarvs.TheKoreanZombie,DaWoonJungvs.MikeRodriguez,DaWoonJung,MikeRodriguez,DaWoonJung,MikeRodriguez,ko,1,11,1
2019-12-21,UFCFightNight:Edgarvs.TheKoreanZombie,MirandaGrangervs.AmandaLemos,AmandaLemos,MirandaGranger,AmandaLemos,MirandaGranger,sub,1,1,1
2019-12-21,UFCFightNight:Edgarvs.TheKoreanZombie,DoohoChoivs.CharlesJourdain,CharlesJourdain,DoohoChoi,CharlesJourdain,DoohoChoi,ko,1,6,2
2019-12-21,UFCFightNight:Edgarvs.TheKoreanZombie,RaoniBarcelosvs.SaidNurmagomedov,RaoniBarcelos,SaidNurmagomedov,RaoniBarcelos,SaidNurmagomedov,dec,1,6,3
2019-12-21,UFCFightNight:Edgarvs.TheKoreanZombie,KyungHoKangvs.PingyuanLiu,KyungHoKang,PingyuanLiu,KyungHoKang,PingyuanLiu,dec,1,6,3
2019-12-21,UFCFightNight:Edgarvs.TheKoreanZombie,VolkanOezdemirvs.AleksandarRakic,AleksandarRakic,VolkanOezdemir,VolkanOezdemir,AleksandarRakic,dec,0,11,3
2019-12-21,UFCFightNight:Edgarvs.TheKoreanZombie,AlexandrePantojavs.MattSchnell,AlexandrePantoja,MattSchnell,AlexandrePantoja,MattSchnell,ko,1,5,1
2019-12-21,UFCFightNight:Edgarvs.TheKoreanZombie,Alatengheilivs.RyanBenoit,Alatengheili,RyanBenoit,Alatengheili,RyanBenoit,dec,1,6,3
2019-12-21,UFCFightNight:Edgarvs.TheKoreanZombie,SeungWooChoivs.SumanMokhtarian,SeungWooChoi,SumanMokhtarian,SeungWooChoi,SumanMokhtarian,dec,1,7,3
2020-01-18,UFC246:McGregorvs.Cowboy,AlekseiOleinikvs.MauriceGreene,AlekseiOleinik,MauriceGreene,AlekseiOleinik,MauriceGreene,sub,1,12,2
2020-01-18,UFC246:McGregorvs.Cowboy,TimElliottvs.AskarAskarov,AskarAskarov,TimElliott,AskarAskarov,TimElliott,dec,1,5,3
2020-01-18,UFC246:McGregorvs.Cowboy,SabinaMazovs.JJAldrich,JJAldrich,SabinaMazo,SabinaMazo,JJAldrich,dec,0,2,3
2020-01-18,UFC246:McGregorvs.Cowboy,RoxanneModafferivs.MayceeBarber,MayceeBarber,RoxanneModafferi,RoxanneModafferi,MayceeBarber,dec,0,2,3
2020-01-18,UFC246:McGregorvs.Cowboy,AnthonyPettisvs.DiegoFerreira,AnthonyPettis,DiegoFerreira,DiegoFerreira,AnthonyPettis,sub,0,8,2
2020-01-18,UFC246:McGregorvs.Cowboy,BrianKellehervs.OdeOsbourne,BrianKelleher,OdeOsbourne,BrianKelleher,OdeOsbourne,sub,1,6,1
2020-01-18,UFC246:McGregorvs.Cowboy,ConorMcGregorvs.DonaldCerrone,ConorMcGregor,DonaldCerrone,ConorMcGregor,DonaldCerrone,ko,1,8,1
2020-01-18,UFC246:McGregorvs.Cowboy,DrewDobervs.NasratHaqparast,DrewDober,NasratHaqparast,DrewDober,NasratHaqparast,ko,1,8,1
2020-01-18,UFC246:McGregorvs.Cowboy,AleksaCamurvs.JustinLedet,AleksaCamur,JustinLedet,AleksaCamur,JustinLedet,dec,1,11,3
2020-01-18,UFC246:McGregorvs.Cowboy,HollyHolmvs.RaquelPennington,HollyHolm,RaquelPennington,HollyHolm,RaquelPennington,dec,1,3,3
2020-01-18,UFC246:McGregorvs.Cowboy,AndreFilivs.SodiqYusuff,AndreFili,SodiqYusuff,SodiqYusuff,AndreFili,dec,0,7,3
2020-01-25,UFCFightNight:Blaydesvs.DosSantos,CurtisBlaydesvs.JuniorDosSantos,CurtisBlaydes,JuniorDosSantos,CurtisBlaydes,JuniorDosSantos,ko,1,12,2
2020-01-25,UFCFightNight:Blaydesvs.DosSantos,JamahalHillvs.DarkoStosic,DarkoStosic,JamahalHill,JamahalHill,DarkoStosic,dec,0,11,3
2020-01-25,UFCFightNight:Blaydesvs.DosSantos,SaraMcMannvs.LinaLansberg,LinaLansberg,SaraMcMann,SaraMcMann,LinaLansberg,dec,0,3,3
2020-01-25,UFCFightNight:Blaydesvs.DosSantos,RafaelDosAnjosvs.MichaelChiesa,MichaelChiesa,RafaelDosAnjos,MichaelChiesa,RafaelDosAnjos,dec,1,9,3
2020-01-25,UFCFightNight:Blaydesvs.DosSantos,MontelJacksonvs.FelipeColares,FelipeColares,MontelJackson,MontelJackson,FelipeColares,dec,0,7,3
2020-01-25,UFCFightNight:Blaydesvs.DosSantos,HannahCifersvs.AngelaHill,AngelaHill,HannahCifers,AngelaHill,HannahCifers,ko,1,1,2
2020-01-25,UFCFightNight:Blaydesvs.DosSantos,JustineKishvs.LuciePudilova,JustineKish,LuciePudilova,JustineKish,LuciePudilova,dec,1,2,3
2020-01-25,UFCFightNight:Blaydesvs.DosSantos,ArnoldAllenvs.NikLentz,ArnoldAllen,NikLentz,ArnoldAllen,NikLentz,dec,1,7,3
2020-01-25,UFCFightNight:Blaydesvs.DosSantos,BevonLewisvs.DequanTownsend,BevonLewis,DequanTownsend,BevonLewis,DequanTownsend,dec,1,10,3
2020-01-25,UFCFightNight:Blaydesvs.DosSantos,JordanEspinosavs.AlexPerez,AlexPerez,JordanEspinosa,AlexPerez,JordanEspinosa,sub,1,5,1
2020-01-25,UFCFightNight:Blaydesvs.DosSantos,HerbertBurnsvs.NateLandwehr,HerbertBurns,NateLandwehr,HerbertBurns,NateLandwehr,ko,1,7,1
2020-01-25,UFCFightNight:Blaydesvs.DosSantos,BrettJohnsvs.TonyGravely,BrettJohns,TonyGravely,BrettJohns,TonyGravely,sub,1,6,3
2020-02-08,UFC247:Jonesvs.Reyes,JonJonesvs.DominickReyes,DominickReyes,JonJones,JonJones,DominickReyes,dec,0,11,5
2020-02-08,UFC247:Jonesvs.Reyes,JuanAdamsvs.JustinTafa,JuanAdams,JustinTafa,JustinTafa,JuanAdams,ko,0,12,1
2020-02-08,UFC247:Jonesvs.Reyes,ValentinaShevchenkovs.KatlynCerminara,KatlynCerminara,ValentinaShevchenko,ValentinaShevchenko,KatlynCerminara,ko,0,2,3
2020-02-08,UFC247:Jonesvs.Reyes,TrevinGilesvs.JamesKrause,JamesKrause,TrevinGiles,TrevinGiles,JamesKrause,dec,0,9,3
2020-02-08,UFC247:Jonesvs.Reyes,MirsadBekticvs.DanIge,DanIge,MirsadBektic,DanIge,MirsadBektic,dec,1,7,3
2020-02-08,UFC247:Jonesvs.Reyes,MilesJohnsvs.MarioBautista,MarioBautista,MilesJohns,MarioBautista,MilesJohns,ko,1,6,2
2020-02-08,UFC247:Jonesvs.Reyes,LaurenMurphyvs.AndreaLee,AndreaLee,LaurenMurphy,LaurenMurphy,AndreaLee,dec,0,2,3
2020-02-08,UFC247:Jonesvs.Reyes,AlexMoronovs.KhaosWilliams,AlexMorono,KhaosWilliams,KhaosWilliams,AlexMorono,ko,0,9,1
2020-02-08,UFC247:Jonesvs.Reyes,AndreEwellvs.JonathanMartinez,AndreEwell,JonathanMartinez,AndreEwell,JonathanMartinez,dec,1,7,3
2020-02-08,UFC247:Jonesvs.Reyes,DerrickLewisvs.IlirLatifi,DerrickLewis,IlirLatifi,DerrickLewis,IlirLatifi,dec,1,12,3
2020-02-08,UFC247:Jonesvs.Reyes,AustinLingovs.YoussefZalal,AustinLingo,YoussefZalal,YoussefZalal,AustinLingo,dec,0,7,3
2020-02-15,UFCFightNight:Andersonvs.Blachowicz,JohnDodsonvs.NathanielWood,JohnDodson,NathanielWood,JohnDodson,NathanielWood,ko,1,6,3
2020-02-15,UFCFightNight:Andersonvs.Blachowicz,LandoVannatavs.YancyMedeiros,LandoVannata,YancyMedeiros,LandoVannata,YancyMedeiros,dec,1,8,3
2020-02-15,UFCFightNight:Andersonvs.Blachowicz,MontanaDeLaRosavs.MaraRomeroBorella,MaraRomeroBorella,MontanaDeLaRosa,MontanaDeLaRosa,MaraRomeroBorella,dec,0,2,3
2020-02-15,UFCFightNight:Andersonvs.Blachowicz,MarkDeLaRosavs.RaulianPaiva,MarkDeLaRosa,RaulianPaiva,RaulianPaiva,MarkDeLaRosa,ko,0,6,2
2020-02-15,UFCFightNight:Andersonvs.Blachowicz,TimMeansvs.DanielRodriguez,DanielRodriguez,TimMeans,DanielRodriguez,TimMeans,sub,1,9,2
2020-02-15,UFCFightNight:Andersonvs.Blachowicz,RogerioBontorinvs.RayBorg,RayBorg,RogerioBontorin,RayBorg,RogerioBontorin,dec,1,6,3
2020-02-15,UFCFightNight:Andersonvs.Blachowicz,JimMillervs.ScottHoltzman,JimMiller,ScottHoltzman,ScottHoltzman,JimMiller,dec,0,8,3
2020-02-15,UFCFightNight:Andersonvs.Blachowicz,DiegoSanchezvs.MichelPereira,DiegoSanchez,MichelPereira,DiegoSanchez,MichelPereira,dec,1,9,3
2020-02-15,UFCFightNight:Andersonvs.Blachowicz,MacyChiassonvs.ShannaYoung,MacyChiasson,ShannaYoung,MacyChiasson,ShannaYoung,dec,1,3,3
2020-02-15,UFCFightNight:Andersonvs.Blachowicz,CoreyAndersonvs.JanBlachowicz,CoreyAnderson,JanBlachowicz,JanBlachowicz,CoreyAnderson,ko,0,11,1
2020-02-15,UFCFightNight:Andersonvs.Blachowicz,CaseyKenneyvs.MerabDvalishvili,CaseyKenney,MerabDvalishvili,MerabDvalishvili,CaseyKenney,dec,0,6,3
2020-02-15,UFCFightNight:Andersonvs.Blachowicz,BrokWeavervs.KazulaVargas,BrokWeaver,KazulaVargas,BrokWeaver,KazulaVargas,dec,1,8,1
2020-02-15,UFCFightNight:Andersonvs.Blachowicz,DevinClarkvs.DequanTownsend,DequanTownsend,DevinClark,DevinClark,DequanTownsend,dec,0,11,3
2020-02-22,UFCFightNight:Feldervs.Hooker,CallanPottervs.SongKenan,CallanPotter,SongKenan,SongKenan,CallanPotter,ko,0,9,1
2020-02-22,UFCFightNight:Feldervs.Hooker,BradRiddellvs.MagomedMustafaev,BradRiddell,MagomedMustafaev,BradRiddell,MagomedMustafaev,dec,1,8,3
2020-02-22,UFCFightNight:Feldervs.Hooker,BenSosolivs.MarcosRogeriodeLima,BenSosoli,MarcosRogeriodeLima,MarcosRogeriodeLima,BenSosoli,ko,0,12,1
2020-02-22,UFCFightNight:Feldervs.Hooker,JakeMatthewsvs.EmilMeek,EmilMeek,JakeMatthews,JakeMatthews,EmilMeek,dec,0,9,3
2020-02-22,UFCFightNight:Feldervs.Hooker,JalinTurnervs.JoshCulibao,JalinTurner,JoshCulibao,JalinTurner,JoshCulibao,ko,1,8,2
2020-02-22,UFCFightNight:Feldervs.Hooker,JimmyCrutevs.MichalOleksiejczuk,JimmyCrute,MichalOleksiejczuk,JimmyCrute,MichalOleksiejczuk,sub,1,11,1
2020-02-22,UFCFightNight:Feldervs.Hooker,KaiKara-Francevs.TysonNam,KaiKara-France,TysonNam,KaiKara-France,TysonNam,dec,1,5,3
2020-02-22,UFCFightNight:Feldervs.Hooker,KarolinaKowalkiewiczvs.YanXiaonan,KarolinaKowalkiewicz,YanXiaonan,YanXiaonan,KarolinaKowalkiewicz,dec,0,1,3
2020-02-22,UFCFightNight:Feldervs.Hooker,LomaLookboonmeevs.AngelaHill,AngelaHill,LomaLookboonmee,AngelaHill,LomaLookboonmee,dec,1,1,3
2020-02-22,UFCFightNight:Feldervs.Hooker,PaulFeldervs.DanHooker,DanHooker,PaulFelder,DanHooker,PaulFelder,dec,1,8,5
2020-02-22,UFCFightNight:Feldervs.Hooker,PriscilaCachoeiravs.ShanaDobson,PriscilaCachoeira,ShanaDobson,PriscilaCachoeira,ShanaDobson,ko,1,3,1
2020-02-22,UFCFightNight:Feldervs.Hooker,KevinAguilarvs.ZubairaTukhugov,KevinAguilar,ZubairaTukhugov,ZubairaTukhugov,KevinAguilar,ko,0,8,1
2020-02-29,UFCFightNight:Benavidezvs.Figueiredo,JosephBenavidezvs.DeivesonFigueiredo,DeivesonFigueiredo,JosephBenavidez,DeivesonFigueiredo,JosephBenavidez,ko,1,6,2
2020-02-29,UFCFightNight:Benavidezvs.Figueiredo,LuisPenavs.SteveGarcia,LuisPena,SteveGarcia,LuisPena,SteveGarcia,dec,1,8,3
2020-02-29,UFCFightNight:Benavidezvs.Figueiredo,MarcinTyburavs.SergheiSpivac,MarcinTybura,SergheiSpivac,MarcinTybura,SergheiSpivac,dec,1,12,3
2020-02-29,UFCFightNight:Benavidezvs.Figueiredo,MeganAndersonvs.NormaDumont,MeganAnderson,NormaDumont,MeganAnderson,NormaDumont,ko,1,4,1
2020-02-29,UFCFightNight:Benavidezvs.Figueiredo,SeanBradyvs.IsmailNaurdiev,IsmailNaurdiev,SeanBrady,SeanBrady,IsmailNaurdiev,dec,0,10,3
2020-02-29,UFCFightNight:Benavidezvs.Figueiredo,AalonCruzvs.SpikeCarlyle,AalonCruz,SpikeCarlyle,SpikeCarlyle,AalonCruz,ko,0,7,1
2020-02-29,UFCFightNight:Benavidezvs.Figueiredo,BrendanAllenvs.TomBreese,BrendanAllen,TomBreese,BrendanAllen,TomBreese,ko,1,10,1
2020-02-29,UFCFightNight:Benavidezvs.Figueiredo,FeliciaSpencervs.ZarahFairn,FeliciaSpencer,ZarahFairn,FeliciaSpencer,ZarahFairn,ko,1,4,1
2020-02-29,UFCFightNight:Benavidezvs.Figueiredo,GabrielSilvavs.KylerPhillips,GabrielSilva,KylerPhillips,KylerPhillips,GabrielSilva,dec,0,6,3
2020-02-29,UFCFightNight:Benavidezvs.Figueiredo,GrantDawsonvs.DarrickMinner,DarrickMinner,GrantDawson,GrantDawson,DarrickMinner,sub,0,7,2
2020-02-29,UFCFightNight:Benavidezvs.Figueiredo,IonCutelabavs.MagomedAnkalaev,IonCutelaba,MagomedAnkalaev,MagomedAnkalaev,IonCutelaba,ko,0,11,1
2020-02-29,UFCFightNight:Benavidezvs.Figueiredo,JordanGriffinvs.TJBrown,JordanGriffin,TJBrown,JordanGriffin,TJBrown,sub,1,7,2
2020-03-07,UFC248:Adesanyavs.Romero,NeilMagnyvs.LiJingliang,LiJingliang,NeilMagny,NeilMagny,LiJingliang,dec,0,9,3
2020-03-07,UFC248:Adesanyavs.Romero,MarkMadsenvs.AustinHubbard,AustinHubbard,MarkMadsen,MarkMadsen,AustinHubbard,dec,0,8,3
2020-03-07,UFC248:Adesanyavs.Romero,BatgerelDanaavs.GuidoCannetti,BatgerelDanaa,GuidoCannetti,BatgerelDanaa,GuidoCannetti,ko,1,6,1
2020-03-07,UFC248:Adesanyavs.Romero,RodolfoVieiravs.SaparbegSafarov,RodolfoVieira,SaparbegSafarov,RodolfoVieira,SaparbegSafarov,sub,1,10,1
2020-03-07,UFC248:Adesanyavs.Romero,ZhangWeilivs.JoannaJedrzejczyk,JoannaJedrzejczyk,ZhangWeili,ZhangWeili,JoannaJedrzejczyk,dec,0,1,5
