DATE,jevent,jbout,f1,f2,winner,loser,method,f1_win,weightindex,finish_round
1994-03-11,UFC2:NoWayOut,JasonDeLuciavs.ScottBaker,JasonDeLucia,ScottBaker,JasonDeLucia,ScottBaker,sub,1,0,1
1994-03-11,UFC2:NoWayOut,JohnnyRhodesvs.DavidLevicki,DavidLevicki,JohnnyRhodes,JohnnyRhodes,DavidLevicki,ko,0,0,1
1994-03-11,UFC2:NoWayOut,JohnnyRhodesvs.FredEttish,FredEttish,JohnnyRhodes,JohnnyRhodes,FredEttish,sub,0,0,1
1994-03-11,UFC2:NoWayOut,OrlandoWietvs.RobertLucarelli,OrlandoWiet,RobertLucarelli,OrlandoWiet,RobertLucarelli,ko,1,0,1
1994-03-11,UFC2:NoWayOut,PatrickSmithvs.JohnnyRhodes,JohnnyRhodes,PatrickSmith,PatrickSmith,JohnnyRhodes,sub,0,0,1
1994-03-11,UFC2:NoWayOut,PatrickSmithvs.RayWizard,PatrickSmith,RayWizard,PatrickSmith,RayWizard,sub,1,0,1
1994-03-11,UFC2:NoWayOut,PatrickSmithvs.ScottMorris,PatrickSmith,ScottMorris,PatrickSmith,ScottMorris,ko,1,0,1
1994-03-11,UFC2:NoWayOut,RemcoPardoelvs.AlbertaCerraLeon,AlbertaCerraLeon,RemcoPardoel,RemcoPardoel,AlbertaCerraLeon,sub,0,0,1
1994-03-11,UFC2:NoWayOut,RemcoPardoelvs.OrlandoWiet,OrlandoWiet,RemcoPardoel,RemcoPardoel,OrlandoWiet,ko,0,0,1
1994-03-11,UFC2:NoWayOut,RoyceGracievs.JasonDeLucia,JasonDeLucia,RoyceGracie,RoyceGracie,JasonDeLucia,sub,0,0,1
1994-03-11,UFC2:NoWayOut,RoyceGracievs.MinokiIchihara,MinokiIchihara,RoyceGracie,RoyceGracie,MinokiIchihara,sub,0,0,1
1994-03-11,UFC2:NoWayOut,RoyceGracievs.PatrickSmith,PatrickSmith,RoyceGracie,RoyceGracie,PatrickSmith,ko,0,0,1
1994-03-11,UFC2:NoWayOut,RoyceGracievs.RemcoPardoel,RemcoPardoel,RoyceGracie,RoyceGracie,RemcoPardoel,sub,0,0,1
1994-03-11,UFC2:NoWayOut,ScottMorrisvs.SeanDaugherty,ScottMorris,SeanDaugherty,ScottMorris,SeanDaugherty,sub,1,0,1
1994-03-11,UFC2:NoWayOut,FrankHamakervs.ThaddeusLuster,FrankHamaker,ThaddeusLuster,FrankHamaker,ThaddeusLuster,sub,1,0,1
1994-09-09,UFC3:TheAmericanDream,HaroldHowardvs.RolandPayne,HaroldHoward,RolandPayne,HaroldHoward,RolandPayne,ko,1,0,1
1994-09-09,UFC3:TheAmericanDream,KeithHackneyvs.EmmanuelYarborough,EmmanuelYarborough,KeithHackney,KeithHackney,EmmanuelYarborough,ko,0,0,1
1994-09-09,UFC3:TheAmericanDream,KenShamrockvs.ChristopheLeninger,ChristopheLeninger,KenShamrock,KenShamrock,ChristopheLeninger,ko,0,0,1
1994-09-09,UFC3:TheAmericanDream,KenShamrockvs.FelixLeeMitchell,FelixLeeMitchell,KenShamrock,KenShamrock,FelixLeeMitchell,sub,0,0,1
1994-09-09,UFC3:TheAmericanDream,RoyceGracievs.KimoLeopoldo,KimoLeopoldo,RoyceGracie,RoyceGracie,KimoLeopoldo,sub,0,0,1
1994-09-09,UFC3:TheAmericanDream,SteveJennumvs.HaroldHoward,HaroldHoward,SteveJennum,SteveJennum,HaroldHoward,ko,0,0,1
1994-12-16,UFC4:RevengeoftheWarriors,MarcusBossettvs.EldoXavierDias,EldoXavierDias,MarcusBossett,MarcusBossett,EldoXavierDias,ko,0,0,1
1994-12-16,UFC4:RevengeoftheWarriors,DanSevernvs.AnthonyMacias,AnthonyMacias,DanSevern,DanSevern,AnthonyMacias,sub,0,0,1
1994-12-16,UFC4:RevengeoftheWarriors,DanSevernvs.MarcusBossett,DanSevern,MarcusBossett,DanSevern,MarcusBossett,sub,1,0,1
1994-12-16,UFC4:RevengeoftheWarriors,SteveJennumvs.MeltonBowen,MeltonBowen,SteveJennum,SteveJennum,MeltonBowen,sub,0,0,1
1994-12-16,UFC4:RevengeoftheWarriors,RoyceGracievs.RonvanClief,RonvanClief,RoyceGracie,RoyceGracie,RonvanClief,sub,0,0,1
1994-12-16,UFC4:RevengeoftheWarriors,RoyceGracievs.KeithHackney,KeithHackney,RoyceGracie,RoyceGracie,KeithHackney,sub,0,0,1
1994-12-16,UFC4:RevengeoftheWarriors,RoyceGracievs.DanSevern,DanSevern,RoyceGracie,RoyceGracie,DanSevern,sub,0,0,1
1994-12-16,UFC4:RevengeoftheWarriors,GuyMezgervs.JasonFairn,GuyMezger,JasonFairn,GuyMezger,JasonFairn,ko,1,0,1
1994-12-16,UFC4:RevengeoftheWarriors,KeithHackneyvs.JoeSon,JoeSon,KeithHackney,KeithHackney,JoeSon,sub,0,0,1
1994-12-16,UFC4:RevengeoftheWarriors,JoeCharlesvs.KevinRosier,JoeCharles,KevinRosier,JoeCharles,KevinRosier,sub,1,0,1
1995-04-07,UFC5:TheReturnoftheBeast,DanSevernvs.OlegTaktarov,DanSevern,OlegTaktarov,DanSevern,OlegTaktarov,ko,1,0,1
1995-04-07,UFC5:TheReturnoftheBeast,ToddMedinavs.LarryCureton,LarryCureton,ToddMedina,ToddMedina,LarryCureton,sub,0,0,1
1995-04-07,UFC5:TheReturnoftheBeast,OlegTaktarovvs.ErnieVerdicia,ErnieVerdicia,OlegTaktarov,OlegTaktarov,ErnieVerdicia,sub,0,0,1
1995-04-07,UFC5:TheReturnoftheBeast,JonHessvs.AndyAnderson,AndyAnderson,JonHess,JonHess,AndyAnderson,ko,0,0,1
1995-04-07,UFC5:TheReturnoftheBeast,GuyMezgervs.JohnDowdy,GuyMezger,JohnDowdy,GuyMezger,JohnDowdy,ko,1,0,1
1995-04-07,UFC5:TheReturnoftheBeast,DanSevernvs.DaveBeneteau,DanSevern,DaveBeneteau,DanSevern,DaveBeneteau,sub,1,0,1
1995-04-07,UFC5:TheReturnoftheBeast,DaveBeneteauvs.AsbelCancio,AsbelCancio,DaveBeneteau,DaveBeneteau,AsbelCancio,ko,0,0,1
1995-04-07,UFC5:TheReturnoftheBeast,DanSevernvs.JoeCharles,DanSevern,JoeCharles,DanSevern,JoeCharles,sub,1,12,1
1995-04-07,UFC5:TheReturnoftheBeast,DaveBeneteauvs.ToddMedina,DaveBeneteau,ToddMedina,DaveBeneteau,ToddMedina,ko,1,0,1
1995-07-14,UFC6:ClashoftheTitans,OlegTaktarovvs.AnthonyMacias,AnthonyMacias,OlegTaktarov,OlegTaktarov,AnthonyMacias,sub,0,0,1
1995-07-14,UFC6:ClashoftheTitans,OlegTaktarovvs.DavidAbbott,DavidAbbott,OlegTaktarov,OlegTaktarov,DavidAbbott,sub,0,0,1
1995-07-14,UFC6:ClashoftheTitans,AnthonyMaciasvs.He-ManGipson,AnthonyMacias,He-ManGipson,AnthonyMacias,He-ManGipson,ko,1,0,1
1995-07-14,UFC6:ClashoftheTitans,DavidAbbottvs.JohnMatua,DavidAbbott,JohnMatua,DavidAbbott,JohnMatua,ko,1,0,1
1995-07-14,UFC6:ClashoftheTitans,DavidAbbottvs.PaulVarelans,DavidAbbott,PaulVarelans,DavidAbbott,PaulVarelans,ko,1,0,1
1995-07-14,UFC6:ClashoftheTitans,JoelSuttonvs.JackMcGlaughlin,JackMcGlaughlin,JoelSutton,JoelSutton,JackMcGlaughlin,ko,0,0,1
1995-07-14,UFC6:ClashoftheTitans,KenShamrockvs.DanSevern,DanSevern,KenShamrock,KenShamrock,DanSevern,sub,0,12,1
1995-07-14,UFC6:ClashoftheTitans,PaulVarelansvs.CalWorsham,CalWorsham,PaulVarelans,PaulVarelans,CalWorsham,ko,0,0,1
1995-07-14,UFC6:ClashoftheTitans,PatrickSmithvs.RudyardMoncayo,PatrickSmith,RudyardMoncayo,PatrickSmith,RudyardMoncayo,sub,1,0,1
1995-07-14,UFC6:ClashoftheTitans,OlegTaktarovvs.DaveBeneteau,DaveBeneteau,OlegTaktarov,OlegTaktarov,DaveBeneteau,sub,0,0,1
1995-09-08,UFC7:TheBrawlinBuffalo,RemcoPardoelvs.RyanParker,RemcoPardoel,RyanParker,RemcoPardoel,RyanParker,sub,1,0,1
1995-09-08,UFC7:TheBrawlinBuffalo,OnassisParungaovs.FrancescoMaturi,FrancescoMaturi,OnassisParungao,OnassisParungao,FrancescoMaturi,ko,0,0,1
1995-09-08,UFC7:TheBrawlinBuffalo,JoelSuttonvs.GezaKalman,GezaKalman,JoelSutton,JoelSutton,GezaKalman,ko,0,0,1
1995-09-08,UFC7:TheBrawlinBuffalo,MarcoRuasvs.LarryCureton,LarryCureton,MarcoRuas,MarcoRuas,LarryCureton,sub,0,0,1
1995-09-08,UFC7:TheBrawlinBuffalo,MarcoRuasvs.PaulVarelans,MarcoRuas,PaulVarelans,MarcoRuas,PaulVarelans,ko,1,0,1
1995-09-08,UFC7:TheBrawlinBuffalo,MarcoRuasvs.RemcoPardoel,MarcoRuas,RemcoPardoel,MarcoRuas,RemcoPardoel,sub,1,0,1
1995-09-08,UFC7:TheBrawlinBuffalo,MarkHallvs.HaroldHoward,HaroldHoward,MarkHall,MarkHall,HaroldHoward,ko,0,0,1
1995-09-08,UFC7:TheBrawlinBuffalo,PaulVarelansvs.GerryHarris,GerryHarris,PaulVarelans,PaulVarelans,GerryHarris,ko,0,0,1
1995-09-08,UFC7:TheBrawlinBuffalo,ScottBessacvs.DavidHood,DavidHood,ScottBessac,ScottBessac,DavidHood,sub,0,0,1
1995-09-08,UFC7:TheBrawlinBuffalo,PaulVarelansvs.MarkHall,MarkHall,PaulVarelans,PaulVarelans,MarkHall,sub,0,0,1
1995-12-16,UFC-UltimateUltimate'95,OlegTaktarovvs.MarcoRuas,MarcoRuas,OlegTaktarov,OlegTaktarov,MarcoRuas,dec,0,0,1
1995-12-16,UFC-UltimateUltimate'95,DanSevernvs.DavidAbbott,DanSevern,DavidAbbott,DanSevern,DavidAbbott,dec,1,12,1
1995-12-16,UFC-UltimateUltimate'95,DanSevernvs.PaulVarelans,DanSevern,PaulVarelans,DanSevern,PaulVarelans,sub,1,0,1
1995-12-16,UFC-UltimateUltimate'95,DavidAbbottvs.SteveJennum,DavidAbbott,SteveJennum,DavidAbbott,SteveJennum,sub,1,0,1
1995-12-16,UFC-UltimateUltimate'95,OlegTaktarovvs.DaveBeneteau,DaveBeneteau,OlegTaktarov,OlegTaktarov,DaveBeneteau,sub,0,0,1
1995-12-16,UFC-UltimateUltimate'95,MarcoRuasvs.KeithHackney,KeithHackney,MarcoRuas,MarcoRuas,KeithHackney,sub,0,0,1
1995-12-16,UFC-UltimateUltimate'95,MarkHallvs.TrentJenkins,MarkHall,TrentJenkins,MarkHall,TrentJenkins,sub,1,0,1
1995-12-16,UFC-UltimateUltimate'95,JoeCharlesvs.ScottBessac,JoeCharles,ScottBessac,JoeCharles,ScottBessac,sub,1,0,1
1996-02-16,UFC8:DavidvsGoliath,SamAdkinsvs.KeithMielke,KeithMielke,SamAdkins,SamAdkins,KeithMielke,ko,0,0,1
1996-02-16,UFC8:DavidvsGoliath,PaulVarelansvs.JoeMoreira,JoeMoreira,PaulVarelans,PaulVarelans,JoeMoreira,dec,0,0,1
1996-02-16,UFC8:DavidvsGoliath,JerryBohlandervs.ScottFerrozzo,JerryBohlander,ScottFerrozzo,JerryBohlander,ScottFerrozzo,sub,1,11,1
1996-02-16,UFC8:DavidvsGoliath,GaryGoodridgevs.PaulHerrera,GaryGoodridge,PaulHerrera,GaryGoodridge,PaulHerrera,ko,1,0,1
1996-02-16,UFC8:DavidvsGoliath,GaryGoodridgevs.JerryBohlander,GaryGoodridge,JerryBohlander,GaryGoodridge,JerryBohlander,ko,1,12,1
1996-02-16,UFC8:DavidvsGoliath,DonFryevs.ThomasRamirez,DonFrye,ThomasRamirez,DonFrye,ThomasRamirez,ko,1,0,1
1996-02-16,UFC8:DavidvsGoliath,DonFryevs.SamAdkins,DonFrye,SamAdkins,DonFrye,SamAdkins,ko,1,0,1
1996-02-16,UFC8:DavidvsGoliath,DonFryevs.GaryGoodridge,DonFrye,GaryGoodridge,DonFrye,GaryGoodridge,ko,1,11,1
1996-02-16,UFC8:DavidvsGoliath,KenShamrockvs.KimoLeopoldo,KenShamrock,KimoLeopoldo,KenShamrock,KimoLeopoldo,sub,1,11,1
1996-05-17,UFC9:MotorCityMadness,SteveNelmarkvs.TaiBowden,SteveNelmark,TaiBowden,SteveNelmark,TaiBowden,ko,1,0,1
1996-05-17,UFC9:MotorCityMadness,DonFryevs.AmauryBitetti,AmauryBitetti,DonFrye,DonFrye,AmauryBitetti,ko,0,10,1
1996-05-17,UFC9:MotorCityMadness,RafaelCarinovs.MattAndersen,MattAndersen,RafaelCarino,RafaelCarino,MattAndersen,ko,0,0,1
1996-05-17,UFC9:MotorCityMadness,MarkSchultzvs.GaryGoodridge,GaryGoodridge,MarkSchultz,MarkSchultz,GaryGoodridge,ko,0,0,1
1996-05-17,UFC9:MotorCityMadness,MarkHallvs.KojiKitao,KojiKitao,MarkHall,MarkHall,KojiKitao,ko,0,0,1
1996-05-17,UFC9:MotorCityMadness,CalWorshamvs.ZaneFrazier,CalWorsham,ZaneFrazier,CalWorsham,ZaneFrazier,ko,1,0,1
1996-07-12,UFC10:TheTournament,BrianJohnstonvs.ScottFiedler,BrianJohnston,ScottFiedler,BrianJohnston,ScottFiedler,ko,1,0,1
1996-07-12,UFC10:TheTournament,DonFryevs.BrianJohnston,BrianJohnston,DonFrye,DonFrye,BrianJohnston,ko,0,11,1
1996-07-12,UFC10:TheTournament,DonFryevs.MarkHall,DonFrye,MarkHall,DonFrye,MarkHall,ko,1,0,1
1996-07-12,UFC10:TheTournament,GaryGoodridgevs.JohnCampetella,GaryGoodridge,JohnCampetella,GaryGoodridge,JohnCampetella,ko,1,0,1
1996-07-12,UFC10:TheTournament,GezaKalmanvs.DieuselBerto,DieuselBerto,GezaKalman,GezaKalman,DieuselBerto,ko,0,0,1
1996-07-12,UFC10:TheTournament,MarkColemanvs.DonFrye,DonFrye,MarkColeman,MarkColeman,DonFrye,ko,0,11,1
1996-07-12,UFC10:TheTournament,MarkColemanvs.GaryGoodridge,GaryGoodridge,MarkColeman,MarkColeman,GaryGoodridge,sub,0,12,1
1996-07-12,UFC10:TheTournament,MarkColemanvs.MotiHorenstein,MarkColeman,MotiHorenstein,MarkColeman,MotiHorenstein,ko,1,11,1
1996-09-20,UFC11:TheProvingGround,JerryBohlandervs.FabioGurgel,FabioGurgel,JerryBohlander,JerryBohlander,FabioGurgel,dec,0,0,1
1996-09-20,UFC11:TheProvingGround,BrianJohnstonvs.RezaNasri,BrianJohnston,RezaNasri,BrianJohnston,RezaNasri,ko,1,0,1
1996-09-20,UFC11:TheProvingGround,RobertoTravenvs.DaveBerry,DaveBerry,RobertoTraven,RobertoTraven,DaveBerry,ko,0,0,1
1996-09-20,UFC11:TheProvingGround,MarkColemanvs.JulianSanchez,JulianSanchez,MarkColeman,MarkColeman,JulianSanchez,sub,0,0,1
1996-09-20,UFC11:TheProvingGround,MarkColemanvs.BrianJohnston,BrianJohnston,MarkColeman,MarkColeman,BrianJohnston,ko,0,11,1
1996-09-20,UFC11:TheProvingGround,DavidAbbottvs.SamAdkins,DavidAbbott,SamAdkins,DavidAbbott,SamAdkins,sub,1,0,1
1996-09-20,UFC11:TheProvingGround,ScottFerrozzovs.SamFulton,SamFulton,ScottFerrozzo,ScottFerrozzo,SamFulton,sub,0,0,1
1996-12-07,UFC-UltimateUltimate'96,TaiBowdenvs.JackNilson,JackNilson,TaiBowden,TaiBowden,JackNilson,ko,0,0,1
1996-12-07,UFC-UltimateUltimate'96,DavidAbbottvs.SteveNelmark,DavidAbbott,SteveNelmark,DavidAbbott,SteveNelmark,ko,1,0,1
1996-12-07,UFC-UltimateUltimate'96,DonFryevs.DavidAbbott,DavidAbbott,DonFrye,DonFrye,DavidAbbott,sub,0,12,1
1996-12-07,UFC-UltimateUltimate'96,DonFryevs.GaryGoodridge,DonFrye,GaryGoodridge,DonFrye,GaryGoodridge,sub,1,11,1
1996-12-07,UFC-UltimateUltimate'96,DonFryevs.MarkHall,DonFrye,MarkHall,DonFrye,MarkHall,sub,1,0,1
1996-12-07,UFC-UltimateUltimate'96,KenShamrockvs.BrianJohnston,BrianJohnston,KenShamrock,KenShamrock,BrianJohnston,sub,0,11,1
1996-12-07,UFC-UltimateUltimate'96,KimoLeopoldovs.PaulVarelans,KimoLeopoldo,PaulVarelans,KimoLeopoldo,PaulVarelans,ko,1,0,1
1996-12-07,UFC-UltimateUltimate'96,MarkHallvs.FelixLeeMitchell,FelixLeeMitchell,MarkHall,MarkHall,FelixLeeMitchell,ko,0,0,1
1996-12-07,UFC-UltimateUltimate'96,SteveNelmarkvs.MarcusBossett,MarcusBossett,SteveNelmark,SteveNelmark,MarcusBossett,sub,0,0,1
1996-12-07,UFC-UltimateUltimate'96,DavidAbbottvs.CalWorsham,CalWorsham,DavidAbbott,DavidAbbott,CalWorsham,ko,0,0,1
1997-02-07,UFC12:JudgementDay,JerryBohlandervs.RainyMartinez,JerryBohlander,RainyMartinez,JerryBohlander,RainyMartinez,sub,1,11,1
1997-02-07,UFC12:JudgementDay,VitorBelfortvs.ScottFerrozzo,ScottFerrozzo,VitorBelfort,VitorBelfort,ScottFerrozzo,ko,0,12,1
1997-02-07,UFC12:JudgementDay,ScottFerrozzovs.JimMullen,JimMullen,ScottFerrozzo,ScottFerrozzo,JimMullen,ko,0,11,1
1997-02-07,UFC12:JudgementDay,NickSanzovs.JackieLee,JackieLee,NickSanzo,NickSanzo,JackieLee,ko,0,0,1
1997-02-07,UFC12:JudgementDay,MarkColemanvs.DanSevern,DanSevern,MarkColeman,MarkColeman,DanSevern,sub,0,12,1
1997-02-07,UFC12:JudgementDay,JustinMartinvs.EricMartin,EricMartin,JustinMartin,JustinMartin,EricMartin,sub,0,0,1
1997-02-07,UFC12:JudgementDay,VitorBelfortvs.TraTelligman,TraTelligman,VitorBelfort,VitorBelfort,TraTelligman,ko,0,11,1
1997-02-07,UFC12:JudgementDay,JerryBohlandervs.NickSanzo,JerryBohlander,NickSanzo,JerryBohlander,NickSanzo,sub,1,11,1
1997-05-30,UFC13:TheUltimateForce,EnsonInouevs.RoyceAlger,EnsonInoue,RoyceAlger,EnsonInoue,RoyceAlger,sub,1,11,1
1997-05-30,UFC13:TheUltimateForce,GuyMezgervs.TitoOrtiz,GuyMezger,TitoOrtiz,GuyMezger,TitoOrtiz,sub,1,11,1
1997-05-30,UFC13:TheUltimateForce,JackNilsonvs.SaeedHosseini,JackNilson,SaeedHosseini,JackNilson,SaeedHosseini,ko,1,0,1
1997-05-30,UFC13:TheUltimateForce,RandyCouturevs.StevenGraham,RandyCouture,StevenGraham,RandyCouture,StevenGraham,ko,1,11,1
1997-05-30,UFC13:TheUltimateForce,RandyCouturevs.TonyHalme,RandyCouture,TonyHalme,RandyCouture,TonyHalme,sub,1,11,1
1997-05-30,UFC13:TheUltimateForce,StevenGrahamvs.DmitriStepanov,DmitriStepanov,StevenGraham,StevenGraham,DmitriStepanov,sub,0,11,1
1997-05-30,UFC13:TheUltimateForce,TitoOrtizvs.WesAlbritton,TitoOrtiz,WesAlbritton,TitoOrtiz,WesAlbritton,ko,1,11,1
1997-05-30,UFC13:TheUltimateForce,VitorBelfortvs.DavidAbbott,DavidAbbott,VitorBelfort,VitorBelfort,DavidAbbott,ko,0,12,1
1997-07-27,UFC14:Showdown,DanBobishvs.BrianJohnston,BrianJohnston,DanBobish,DanBobish,BrianJohnston,sub,0,11,1
1997-07-27,UFC14:Showdown,AlexHuntervs.SamFulton,AlexHunter,SamFulton,AlexHunter,SamFulton,sub,1,0,1
1997-07-27,UFC14:Showdown,MarkKerrvs.DanBobish,DanBobish,MarkKerr,MarkKerr,DanBobish,sub,0,12,1
1997-07-27,UFC14:Showdown,KevinJacksonvs.ToddButler,KevinJackson,ToddButler,KevinJackson,ToddButler,ko,1,11,1
1997-07-27,UFC14:Showdown,KevinJacksonvs.TonyFryklund,KevinJackson,TonyFryklund,KevinJackson,TonyFryklund,sub,1,11,1
1997-07-27,UFC14:Showdown,MarkKerrvs.MotiHorenstein,MarkKerr,MotiHorenstein,MarkKerr,MotiHorenstein,ko,1,12,1
1997-07-27,UFC14:Showdown,TonyFryklundvs.DonnieChappell,DonnieChappell,TonyFryklund,TonyFryklund,DonnieChappell,sub,0,10,1
1997-10-17,UFC15:CollisionCourse,RandyCouturevs.VitorBelfort,RandyCouture,VitorBelfort,RandyCouture,VitorBelfort,ko,1,11,1
1997-10-17,UFC15:CollisionCourse,AlexHuntervs.HarryMoskowitz,AlexHunter,HarryMoskowitz,AlexHunter,HarryMoskowitz,dec,1,11,1
1997-10-17,UFC15:CollisionCourse,MauriceSmithvs.DavidAbbott,DavidAbbott,MauriceSmith,MauriceSmith,DavidAbbott,sub,0,12,1
1997-10-17,UFC15:CollisionCourse,MarkKerrvs.DwayneCason,DwayneCason,MarkKerr,MarkKerr,DwayneCason,sub,0,11,1
1997-10-17,UFC15:CollisionCourse,DwayneCasonvs.HoustonDorr,DwayneCason,HoustonDorr,DwayneCason,HoustonDorr,ko,1,11,1
1997-10-17,UFC15:CollisionCourse,MarkKerrvs.GregStott,GregStott,MarkKerr,MarkKerr,GregStott,ko,0,11,1
1997-12-21,UFC-UltimateJapan,FrankShamrockvs.KevinJackson,FrankShamrock,KevinJackson,FrankShamrock,KevinJackson,sub,1,10,1
1997-12-21,UFC-UltimateJapan,KazushiSakurabavs.MarcusSilveira,KazushiSakuraba,MarcusSilveira,KazushiSakuraba,MarcusSilveira,sub,1,10,1
1997-12-21,UFC-UltimateJapan,TraTelligmanvs.BradKohler,BradKohler,TraTelligman,TraTelligman,BradKohler,sub,0,11,1
1997-12-21,UFC-UltimateJapan,VitorBelfortvs.JoeCharles,JoeCharles,VitorBelfort,VitorBelfort,JoeCharles,sub,0,12,1
1998-03-13,UFC16:BattleintheBayou,JerryBohlandervs.KevinJackson,JerryBohlander,KevinJackson,JerryBohlander,KevinJackson,sub,1,11,1
1998-03-13,UFC16:BattleintheBayou,FrankShamrockvs.IgorZinoviev,FrankShamrock,IgorZinoviev,FrankShamrock,IgorZinoviev,ko,1,10,1
1998-03-13,UFC16:BattleintheBayou,ChrisBrennanvs.CourtneyTurner,ChrisBrennan,CourtneyTurner,ChrisBrennan,CourtneyTurner,sub,1,0,1
1998-03-13,UFC16:BattleintheBayou,LaverneClarkvs.JoshStuart,JoshStuart,LaverneClark,LaverneClark,JoshStuart,ko,0,0,1
1998-03-13,UFC16:BattleintheBayou,MikeyBurnettvs.EugenioTadeu,EugenioTadeu,MikeyBurnett,MikeyBurnett,EugenioTadeu,ko,0,8,1
1998-03-13,UFC16:BattleintheBayou,PatMiletichvs.ChrisBrennan,ChrisBrennan,PatMiletich,PatMiletich,ChrisBrennan,sub,0,9,1
1998-05-15,UFC17:Redemption,MikevanArsdalevs.JoePardo,JoePardo,MikevanArsdale,MikevanArsdale,JoePardo,sub,0,11,1
1998-05-15,UFC17:Redemption,DavidAbbottvs.HugoDuarte,DavidAbbott,HugoDuarte,DavidAbbott,HugoDuarte,ko,1,12,1
1998-05-15,UFC17:Redemption,ChuckLiddellvs.NoeHernandez,ChuckLiddell,NoeHernandez,ChuckLiddell,NoeHernandez,dec,1,0,1
1998-05-15,UFC17:Redemption,CarlosNewtonvs.BobGilstrap,BobGilstrap,CarlosNewton,CarlosNewton,BobGilstrap,sub,0,11,1
1998-10-16,UFC-UltimateBrazil,PedroRizzovs.DavidAbbott,DavidAbbott,PedroRizzo,PedroRizzo,DavidAbbott,ko,0,12,1
1998-10-16,UFC-UltimateBrazil,EbenezerFontesBragavs.JeremyHorn,EbenezerFontesBraga,JeremyHorn,EbenezerFontesBraga,JeremyHorn,sub,1,11,1
1998-10-16,UFC-UltimateBrazil,FrankShamrockvs.JohnLober,FrankShamrock,JohnLober,FrankShamrock,JohnLober,sub,1,10,1
1998-10-16,UFC-UltimateBrazil,VitorBelfortvs.WanderleiSilva,VitorBelfort,WanderleiSilva,VitorBelfort,WanderleiSilva,ko,1,10,1
1998-10-16,UFC-UltimateBrazil,TulioPalharesvs.AdrianoSantos,AdrianoSantos,TulioPalhares,TulioPalhares,AdrianoSantos,ko,0,0,1
1998-10-16,UFC-UltimateBrazil,CesarMarscuccivs.PauloSantos,CesarMarscucci,PauloSantos,CesarMarscucci,PauloSantos,ko,1,0,1
1999-01-08,UFC18:TheRoadtotheHeavyweightTitle,LaverneClarkvs.FrankCaracci,FrankCaracci,LaverneClark,LaverneClark,FrankCaracci,ko,0,0,1
1999-01-08,UFC18:TheRoadtotheHeavyweightTitle,EvanTannervs.DarrelGholar,DarrelGholar,EvanTanner,EvanTanner,DarrelGholar,sub,0,10,1
1999-03-05,UFC19:UltimateYoungGuns,SioneLatuvs.JoeyRoberts,JoeyRoberts,SioneLatu,SioneLatu,JoeyRoberts,ko,0,11,1
1999-03-05,UFC19:UltimateYoungGuns,TitoOrtizvs.GuyMezger,GuyMezger,TitoOrtiz,TitoOrtiz,GuyMezger,ko,0,11,1
1999-03-05,UFC19:UltimateYoungGuns,PeteWilliamsvs.JasonGodsey,JasonGodsey,PeteWilliams,PeteWilliams,JasonGodsey,sub,0,11,1
1999-03-05,UFC19:UltimateYoungGuns,JeremyHornvs.ChuckLiddell,ChuckLiddell,JeremyHorn,JeremyHorn,ChuckLiddell,sub,0,11,1
1999-03-05,UFC19:UltimateYoungGuns,GaryGoodridgevs.AndreRoberts,AndreRoberts,GaryGoodridge,GaryGoodridge,AndreRoberts,ko,0,12,1
1999-03-05,UFC19:UltimateYoungGuns,EvanTannervs.ValeriIgnatov,EvanTanner,ValeriIgnatov,EvanTanner,ValeriIgnatov,ko,1,10,1
1999-05-07,UFC20:BattlefortheGold,PedroRizzovs.TraTelligman,PedroRizzo,TraTelligman,PedroRizzo,TraTelligman,ko,1,12,1
1999-05-07,UFC20:BattlefortheGold,PeteWilliamsvs.TravisFulton,PeteWilliams,TravisFulton,PeteWilliams,TravisFulton,sub,1,12,1
1999-05-07,UFC20:BattlefortheGold,RonWatermanvs.ChrisCondo,ChrisCondo,RonWaterman,RonWaterman,ChrisCondo,ko,0,12,1
1999-05-07,UFC20:BattlefortheGold,WanderleiSilvavs.TonyPetarra,TonyPetarra,WanderleiSilva,WanderleiSilva,TonyPetarra,ko,0,11,1
1999-05-07,UFC20:BattlefortheGold,LaverneClarkvs.FabianoIha,FabianoIha,LaverneClark,LaverneClark,FabianoIha,ko,0,8,1
1999-05-07,UFC20:BattlefortheGold,MarceloMellovs.DavidRoberts,DavidRoberts,MarceloMello,MarceloMello,DavidRoberts,ko,0,9,1
1999-07-16,UFC21:ReturnoftheChampions,AndreRobertsvs.RonWaterman,AndreRoberts,RonWaterman,AndreRoberts,RonWaterman,ko,1,12,1
1999-07-16,UFC21:ReturnoftheChampions,MauriceSmithvs.MarcoRuas,MarcoRuas,MauriceSmith,MauriceSmith,MarcoRuas,ko,0,11,1
1999-07-16,UFC21:ReturnoftheChampions,PatMiletichvs.AndrePederneiras,AndrePederneiras,PatMiletich,PatMiletich,AndrePederneiras,ko,0,8,2
1999-07-16,UFC21:ReturnoftheChampions,PaulJonesvs.FlavioLuizMoura,FlavioLuizMoura,PaulJones,PaulJones,FlavioLuizMoura,sub,0,10,1
1999-07-16,UFC21:ReturnoftheChampions,TravisFultonvs.DavidDodd,DavidDodd,TravisFulton,TravisFulton,DavidDodd,dec,0,11,2
