fight_id,sport_key,sport_title,commence_time,home_team,away_team,bookmaker_key,bookmaker_title,bookmaker_updated,market_key,market_updated,outcome_name,odds
3b48b4c2467fd42821c2f48988aaeda3,mma_mixed_martial_arts,MMA,2023-06-17T02:00:00Z,Vadim Nemkov,Yoel Romero,unibet_us,Unibet,2023-06-16T23:55:16Z,h2h,2023-06-16T23:55:16Z,Yoel Romero,375
afde96590e242064c3b6051af1583505,mma_mixed_martial_arts,MMA,2023-06-17T02:15:28Z,Sergio Pettis,Patricio Pitbull,unibet_us,Unibet,2023-06-16T23:55:16Z,h2h,2023-06-16T23:55:16Z,Patricio Pitbull,-165
afde96590e242064c3b6051af1583505,mma_mixed_martial_arts,MMA,2023-06-17T02:15:28Z,Sergio Pettis,Patricio Pitbull,unibet_us,Unibet,2023-06-16T23:55:16Z,h2h,2023-06-16T23:55:16Z,Sergio Pettis,123
afde96590e242064c3b6051af1583505,mma_mixed_martial_arts,MMA,2023-06-17T02:15:28Z,Sergio Pettis,Patricio Pitbull,betmgm,BetMGM,2023-06-16T23:53:56Z,h2h,2023-06-16T23:53:56Z,Patricio Pitbull,-165
afde96590e242064c3b6051af1583505,mma_mixed_martial_arts,MMA,2023-06-17T02:15:28Z,Sergio Pettis,Patricio Pitbull,betmgm,BetMGM,2023-06-16T23:53:56Z,h2h,2023-06-16T23:53:56Z,Sergio Pettis,135
e0742e56884f7169d3bd4415bfd0500b,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Karl Moore,Alex Polizzi,mybookieag,MyBookie.ag,2023-06-16T23:43:07Z,h2h,2023-06-16T23:43:07Z,Alex Polizzi,-153
e0742e56884f7169d3bd4415bfd0500b,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Karl Moore,Alex Polizzi,mybookieag,MyBookie.ag,2023-06-16T23:43:07Z,h2h,2023-06-16T23:43:07Z,Karl Moore,106
e0742e56884f7169d3bd4415bfd0500b,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Karl Moore,Alex Polizzi,lowvig,LowVig.ag,2023-06-16T23:55:08Z,h2h,2023-06-16T23:55:06Z,Alex Polizzi,-144
e0742e56884f7169d3bd4415bfd0500b,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Karl Moore,Alex Polizzi,lowvig,LowVig.ag,2023-06-16T23:55:08Z,h2h,2023-06-16T23:55:06Z,Karl Moore,124
e0742e56884f7169d3bd4415bfd0500b,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Karl Moore,Alex Polizzi,unibet_us,Unibet,2023-06-16T23:55:16Z,h2h,2023-06-16T23:55:16Z,Alex Polizzi,-148
e0742e56884f7169d3bd4415bfd0500b,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Karl Moore,Alex Polizzi,unibet_us,Unibet,2023-06-16T23:55:16Z,h2h,2023-06-16T23:55:16Z,Karl Moore,106
e0742e56884f7169d3bd4415bfd0500b,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Karl Moore,Alex Polizzi,betmgm,BetMGM,2023-06-16T23:53:56Z,h2h,2023-06-16T23:53:56Z,Alex Polizzi,-135
e0742e56884f7169d3bd4415bfd0500b,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Karl Moore,Alex Polizzi,betmgm,BetMGM,2023-06-16T23:53:56Z,h2h,2023-06-16T23:53:56Z,Karl Moore,110
e0742e56884f7169d3bd4415bfd0500b,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Karl Moore,Alex Polizzi,betus,BetUS,2023-06-16T23:55:30Z,h2h,2023-06-16T23:55:29Z,Alex Polizzi,-140
e0742e56884f7169d3bd4415bfd0500b,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Karl Moore,Alex Polizzi,betus,BetUS,2023-06-16T23:55:30Z,h2h,2023-06-16T23:55:29Z,Karl Moore,110
aaed63fe1d94f20607d8e7d9636f882d,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Timur Khizriev,Richie Smullen,mybookieag,MyBookie.ag,2023-06-16T23:43:07Z,h2h,2023-06-16T23:43:07Z,Richie Smullen,484
aaed63fe1d94f20607d8e7d9636f882d,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Timur Khizriev,Richie Smullen,mybookieag,MyBookie.ag,2023-06-16T23:43:07Z,h2h,2023-06-16T23:43:07Z,Timur Khizriev,-1111
aaed63fe1d94f20607d8e7d9636f882d,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Timur Khizriev,Richie Smullen,lowvig,LowVig.ag,2023-06-16T23:55:08Z,h2h,2023-06-16T23:55:06Z,Richie Smullen,700
aaed63fe1d94f20607d8e7d9636f882d,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Timur Khizriev,Richie Smullen,lowvig,LowVig.ag,2023-06-16T23:55:08Z,h2h,2023-06-16T23:55:06Z,Timur Khizriev,-1000
aaed63fe1d94f20607d8e7d9636f882d,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Timur Khizriev,Richie Smullen,unibet_us,Unibet,2023-06-16T23:55:16Z,h2h,2023-06-16T23:55:16Z,Richie Smullen,460
aaed63fe1d94f20607d8e7d9636f882d,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Timur Khizriev,Richie Smullen,unibet_us,Unibet,2023-06-16T23:55:16Z,h2h,2023-06-16T23:55:16Z,Timur Khizriev,-910
aaed63fe1d94f20607d8e7d9636f882d,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Timur Khizriev,Richie Smullen,betmgm,BetMGM,2023-06-16T23:53:56Z,h2h,2023-06-16T23:53:56Z,Richie Smullen,650
aaed63fe1d94f20607d8e7d9636f882d,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Timur Khizriev,Richie Smullen,betmgm,BetMGM,2023-06-16T23:53:56Z,h2h,2023-06-16T23:53:56Z,Timur Khizriev,-1100
aaed63fe1d94f20607d8e7d9636f882d,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Timur Khizriev,Richie Smullen,betus,BetUS,2023-06-16T23:55:30Z,h2h,2023-06-16T23:55:29Z,Richie Smullen,575
aaed63fe1d94f20607d8e7d9636f882d,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Timur Khizriev,Richie Smullen,betus,BetUS,2023-06-16T23:55:30Z,h2h,2023-06-16T23:55:29Z,Timur Khizriev,-950
5d2b689e496d4de0cd321e022597128f,mma_mixed_martial_arts,MMA,2023-06-17T23:15:00Z,Modestas Bukauskas,Zac Pauga,barstool,Barstool Sportsbook,2023-06-16T23:55:15Z,h2h,2023-06-16T23:55:15Z,Modestas Bukauskas,-200
5d2b689e496d4de0cd321e022597128f,mma_mixed_martial_arts,MMA,2023-06-17T23:15:00Z,Modestas Bukauskas,Zac Pauga,barstool,Barstool Sportsbook,2023-06-16T23:55:15Z,h2h,2023-06-16T23:55:15Z,Zac Pauga,160
5d2b689e496d4de0cd321e022597128f,mma_mixed_martial_arts,MMA,2023-06-17T23:15:00Z,Modestas Bukauskas,Zac Pauga,unibet_us,Unibet,2023-06-16T23:55:16Z,h2h,2023-06-16T23:55:16Z,Modestas Bukauskas,-200
5d2b689e496d4de0cd321e022597128f,mma_mixed_martial_arts,MMA,2023-06-17T23:15:00Z,Modestas Bukauskas,Zac Pauga,unibet_us,Unibet,2023-06-16T23:55:16Z,h2h,2023-06-16T23:55:16Z,Zac Pauga,160
5d2b689e496d4de0cd321e022597128f,mma_mixed_martial_arts,MMA,2023-06-17T23:15:00Z,Modestas Bukauskas,Zac Pauga,twinspires,TwinSpires,2023-06-16T23:54:59Z,h2h,2023-06-16T23:54:59Z,Modestas Bukauskas,-200
