W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,event,event_url,scrape_date
win,Derrick Lewis  Marcos Rogerio de Lima,1  0,17  1,0  0,0  0,Heavyweight,KO/TKO  Punches,1,0:33,,http://ufcstats.com/event-details/ccd58ff71e260ed5,2025-06-15 11:54:10.623410
win,King Green  Tony Ferguson,0  0,137  54,0  0,1  0,Lightweight,SUB  Arm Triangle,3,4:54,,http://ufcstats.com/event-details/ccd58ff71e260ed5,2025-06-15 11:54:10.623410
win,Kevin Holland  Michael Chiesa,0  0,9  4,0  0,1  0,Welterweight,SUB  D'Arce Choke,1,2:39,,http://ufcstats.com/event-details/ccd58ff71e260ed5,2025-06-15 11:54:10.623410
win,Gabriel Bonfim  Trevin Giles,0  0,3  1,1  0,1  0,Welterweight,SUB  Guillotine Choke,1,1:13,,http://ufcstats.com/event-details/ccd58ff71e260ed5,2025-06-15 11:54:10.623410
win,CJ Vergara  Vinicius Salvador,0  0,109  88,0  0,0  0,Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/ccd58ff71e260ed5,2025-06-15 11:54:10.623410
win,Roman Kopylov  Claudio Ribeiro,1  0,32  32,0  0,0  0,Middleweight,KO/TKO  Kick,2,0:33,,http://ufcstats.com/event-details/ccd58ff71e260ed5,2025-06-15 11:54:10.623410
win,Jake Matthews  Darrius Flowers,0  0,60  36,0  1,1  0,Welterweight,SUB  Rear Naked Choke,2,2:37,,http://ufcstats.com/event-details/ccd58ff71e260ed5,2025-06-15 11:54:10.623410
win,Uros Medic  Matthew Semelsberger,1  1,69  52,1  0,0  0,Welterweight,KO/TKO  Spinning Back Elbow,3,2:36,,http://ufcstats.com/event-details/ccd58ff71e260ed5,2025-06-15 11:54:10.623410
win,Miranda Maverick  Priscila Cachoeira,0  0,36  11,3  0,1  0,Women's Flyweight,SUB  Armbar,3,2:11,,http://ufcstats.com/event-details/ccd58ff71e260ed5,2025-06-15 11:54:10.623410
win,Tom Aspinall  Marcin Tybura,1  0,13  4,0  0,0  0,Heavyweight,KO/TKO  Punch,1,1:13,,http://ufcstats.com/event-details/1174782eacde9b0c,2025-06-15 11:54:11.224766
win,Julija Stoliarenko  Molly McCann,0  0,9  6,1  0,1  0,Women's Flyweight,SUB  Armbar,1,1:55,,http://ufcstats.com/event-details/1174782eacde9b0c,2025-06-15 11:54:11.224766
win,Nathaniel Wood  Andre Fili,1  1,84  58,1  0,0  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/1174782eacde9b0c,2025-06-15 11:54:11.224766
win,Paul Craig  Andre Muniz,0  0,40  24,2  2,1  0,Middleweight,KO/TKO  Elbows,2,4:40,,http://ufcstats.com/event-details/1174782eacde9b0c,2025-06-15 11:54:11.224766
win,Fares Ziam  Jai Herbert,0  0,61  49,1  0,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/1174782eacde9b0c,2025-06-15 11:54:11.224766
win,Lerone Murphy  Josh Culibao,1  0,59  23,3  0,2  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/1174782eacde9b0c,2025-06-15 11:54:11.224766
win,Daniel Marcos  Davey Grant,0  0,48  70,1  0,0  0,Bantamweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/1174782eacde9b0c,2025-06-15 11:54:11.224766
win,Jonny Parsons  Danny Roberts,2  0,63  44,0  0,0  0,Welterweight,KO/TKO  Punches,2,4:57,,http://ufcstats.com/event-details/1174782eacde9b0c,2025-06-15 11:54:11.224766
win,Joel Alvarez  Marc Diakiese,0  0,42  20,0  2,1  0,Lightweight,SUB  D'Arce Choke,2,4:26,,http://ufcstats.com/event-details/1174782eacde9b0c,2025-06-15 11:54:11.224766
win,Mick Parkin  Jamal Pogues,0  0,95  36,0  0,0  0,Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/1174782eacde9b0c,2025-06-15 11:54:11.224766
win,Makhmud Muradov  Bryan Barberena,2  0,54  28,13  0,0  0,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/1174782eacde9b0c,2025-06-15 11:54:11.224766
win,Ketlen Vieira  Pannie Kianzad,0  0,15  22,3  0,3  0,Women's Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/1174782eacde9b0c,2025-06-15 11:54:11.224766
win,Chris Duncan  Yanal Ashmouz,0  0,85  35,2  0,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/1174782eacde9b0c,2025-06-15 11:54:11.224766
win,Bruna Brasil  Shauna Bannon,0  0,56  54,2  0,0  0,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/1174782eacde9b0c,2025-06-15 11:54:11.224766
win,Jafel Filho  Daniel Barez,0  1,21  18,1  0,1  0,Flyweight,SUB  Arm Triangle,1,3:26,,http://ufcstats.com/event-details/1174782eacde9b0c,2025-06-15 11:54:11.224766
nc  nc,Holly Holm  Mayra Bueno Silva,0  0,27  20,0  0,0  1,Women's Bantamweight,Overturned  Guillotine Choke,2,0:38,,http://ufcstats.com/event-details/c9885b1b7c7055a0,2025-06-15 11:54:11.729196
win,Jack Della Maddalena  Bassil Hafez,0  0,83  32,1  3,0  0,Welterweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/c9885b1b7c7055a0,2025-06-15 11:54:11.729196
win,Francisco Prado  Ottman Azaitar,1  0,38  14,0  0,0  0,Lightweight,KO/TKO  Punches,1,4:05,,http://ufcstats.com/event-details/c9885b1b7c7055a0,2025-06-15 11:54:11.729196
win,JunYong Park  Albert Duraev,1  0,50  31,0  1,3  0,Middleweight,SUB  Rear Naked Choke,2,4:45,,http://ufcstats.com/event-details/c9885b1b7c7055a0,2025-06-15 11:54:11.729196
win,Norma Dumont  Chelsea Chandler,0  0,47  22,3  1,0  0,Women's Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c9885b1b7c7055a0,2025-06-15 11:54:11.729196
win,Nazim Sadykhov  Terrance McKinney,0  0,8  6,0  2,1  0,Lightweight,SUB  Rear Naked Choke,2,1:07,,http://ufcstats.com/event-details/c9885b1b7c7055a0,2025-06-15 11:54:11.729196
win,Melsik Baghdasaryan  Tucker Lutz,0  0,64  36,0  3,0  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c9885b1b7c7055a0,2025-06-15 11:54:11.729196
win,Viktoriia Dudakova  Istela Nunes,0  0,3  2,1  0,0  0,Women's Strawweight,KO/TKO,1,0:34,,http://ufcstats.com/event-details/c9885b1b7c7055a0,2025-06-15 11:54:11.729196
win,Melquizael Costa  Austin Lingo,0  0,100  39,3  0,1  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c9885b1b7c7055a0,2025-06-15 11:54:11.729196
win,Evan Elder  Genaro Valdez,1  1,96  64,1  0,1  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c9885b1b7c7055a0,2025-06-15 11:54:11.729196
win,Azat Maksum  Tyson Nam,0  0,46  81,2  0,0  0,Flyweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/c9885b1b7c7055a0,2025-06-15 11:54:11.729196
win,Alexander Munoz  Carl Deaton,1  0,44  37,3  0,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c9885b1b7c7055a0,2025-06-15 11:54:11.729196
win,Ailin Perez  Ashlee Evans-Smith,0  0,60  12,10  0,0  0,Women's Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c9885b1b7c7055a0,2025-06-15 11:54:11.729196
win,Alexander Volkanovski  Yair Rodriguez,0  0,66  40,7  0,0  0,Featherweight,KO/TKO  Punches,3,4:19,,http://ufcstats.com/event-details/6085ceb59087514b,2025-06-15 11:54:12.384207
win,Alexandre Pantoja  Brandon Moreno,1  0,129  147,6  2,0  0,Flyweight,S-DEC,5,5:00,,http://ufcstats.com/event-details/6085ceb59087514b,2025-06-15 11:54:12.384207
win,Dricus Du Plessis  Robert Whittaker,1  0,62  31,1  1,0  0,Middleweight,KO/TKO  Punches,2,2:23,,http://ufcstats.com/event-details/6085ceb59087514b,2025-06-15 11:54:12.384207
win,Dan Hooker  Jalin Turner,1  0,125  100,0  1,1  0,Lightweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/6085ceb59087514b,2025-06-15 11:54:12.384207
win,Bo Nickal  Val Woodburn,1  0,7  2,0  0,0  0,Middleweight,KO/TKO  Punches,1,0:38,,http://ufcstats.com/event-details/6085ceb59087514b,2025-06-15 11:54:12.384207
win,Robbie Lawler  Niko Price,1  0,8  2,0  0,0  0,Welterweight,KO/TKO  Punches,1,0:38,,http://ufcstats.com/event-details/6085ceb59087514b,2025-06-15 11:54:12.384207
win,Tatsuro Taira  Edgar Chairez,0  1,61  25,2  0,1  2,Catch Weight,U-DEC,3,5:00,,http://ufcstats.com/event-details/6085ceb59087514b,2025-06-15 11:54:12.384207
win,Denise Gomes  Yazmin Jauregui,1  0,17  0,0  0,0  0,Women's Strawweight,KO/TKO  Punches,1,0:20,,http://ufcstats.com/event-details/6085ceb59087514b,2025-06-15 11:54:12.384207
win,Alonzo Menifield  Jimmy Crute,0  0,21  26,0  1,1  0,Light Heavyweight,SUB  Guillotine Choke,2,1:55,,http://ufcstats.com/event-details/6085ceb59087514b,2025-06-15 11:54:12.384207
win,Vitor Petrino  Marcin Prachnio,0  0,44  55,4  0,2  0,Light Heavyweight,SUB  Arm Triangle,3,3:42,,http://ufcstats.com/event-details/6085ceb59087514b,2025-06-15 11:54:12.384207
win,Cameron Saaiman  Terrence Mitchell,0  0,18  3,2  1,1  0,Bantamweight,KO/TKO  Punches,1,3:10,,http://ufcstats.com/event-details/6085ceb59087514b,2025-06-15 11:54:12.384207
win,Jesus Aguilar  Shannon Ross,1  0,2  2,0  0,0  0,Flyweight,KO/TKO  Punch,1,0:17,,http://ufcstats.com/event-details/6085ceb59087514b,2025-06-15 11:54:12.384207
win,Esteban Ribovics  Kamuela Kirk,0  0,115  56,2  3,0  1,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/6085ceb59087514b,2025-06-15 11:54:12.384207
win,Sean Strickland  Abus Magomedov,1  0,81  47,0  1,0  0,Middleweight,KO/TKO  Punches,2,4:20,,http://ufcstats.com/event-details/e9e1acc96536bb4f,2025-06-15 11:54:12.900191
win,Grant Dawson  Damir Ismagulov,0  0,30  13,3  0,1  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/e9e1acc96536bb4f,2025-06-15 11:54:12.900191
win,Michael Morales  Max Griffin,0  0,72  36,1  0,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/e9e1acc96536bb4f,2025-06-15 11:54:12.900191
win,Ariane da Silva  Melissa Gatto,0  0,66  85,1  0,0  0,Women's Flyweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/e9e1acc96536bb4f,2025-06-15 11:54:12.900191
win,Benoit Saint Denis  Ismael Bonfim,0  0,13  14,2  0,2  0,Lightweight,SUB  Rear Naked Choke,1,4:48,,http://ufcstats.com/event-details/e9e1acc96536bb4f,2025-06-15 11:54:12.900191
win,Nursulton Ruziboev  Brunno Ferreira,0  0,6  3,1  0,0  0,Middleweight,KO/TKO  Punches,1,1:17,,http://ufcstats.com/event-details/e9e1acc96536bb4f,2025-06-15 11:54:12.900191
win,Rinat Fakhretdinov  Kevin Lee,1  0,11  3,0  0,1  0,Welterweight,SUB  Guillotine Choke,1,0:55,,http://ufcstats.com/event-details/e9e1acc96536bb4f,2025-06-15 11:54:12.900191
win,Joanderson Brito  Westin Wilson,0  0,22  4,1  0,0  2,Featherweight,KO/TKO  Punches,1,2:54,,http://ufcstats.com/event-details/e9e1acc96536bb4f,2025-06-15 11:54:12.900191
win,Karol Rosa  Yana Santos,0  0,66  95,1  0,0  0,Women's Featherweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/e9e1acc96536bb4f,2025-06-15 11:54:12.900191
win,Elves Brener  Guram Kutateladze,1  0,65  85,2  1,0  0,Lightweight,KO/TKO  Punch,3,3:17,,http://ufcstats.com/event-details/e9e1acc96536bb4f,2025-06-15 11:54:12.900191
win,Luana Carolina  Ivana Petrovic,0  0,41  22,1  2,0  2,Women's Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/e9e1acc96536bb4f,2025-06-15 11:54:12.900191
win,Alexandr Romanov  Blagoy Ivanov,0  0,85  44,2  0,0  0,Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/e9e1acc96536bb4f,2025-06-15 11:54:12.900191
win,Ilia Topuria  Josh Emmett,1  0,152  87,3  0,0  0,Featherweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/a780d16cf7eed44d,2025-06-15 11:54:13.411341
win,Maycee Barber  Amanda Ribas,0  0,81  35,0  2,0  0,Women's Flyweight,KO/TKO  Elbows,2,3:42,,http://ufcstats.com/event-details/a780d16cf7eed44d,2025-06-15 11:54:13.411341
nc  nc,Austen Lane  Justin Tafa,0  0,3  0,0  0,0  0,Heavyweight,CNC,1,0:29,,http://ufcstats.com/event-details/a780d16cf7eed44d,2025-06-15 11:54:13.411341
win,David Onama  Gabriel Santos,1  0,53  39,0  2,0  2,Featherweight,KO/TKO  Punch,2,4:13,,http://ufcstats.com/event-details/a780d16cf7eed44d,2025-06-15 11:54:13.411341
win,Brendan Allen  Bruno Silva,1  0,30  20,0  0,1  0,Middleweight,SUB  Rear Naked Choke,1,4:39,,http://ufcstats.com/event-details/a780d16cf7eed44d,2025-06-15 11:54:13.411341
win,Neil Magny  Phil Rowe,0  0,29  34,0  1,0  0,Welterweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/a780d16cf7eed44d,2025-06-15 11:54:13.411341
win,Randy Brown  Wellington Turman,0  0,64  55,2  0,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a780d16cf7eed44d,2025-06-15 11:54:13.411341
win,Mateusz Rebecki  Loik Radzhabov,2  0,54  19,1  0,1  0,Lightweight,KO/TKO  Punch,2,2:36,,http://ufcstats.com/event-details/a780d16cf7eed44d,2025-06-15 11:54:13.411341
win,Tabatha Ricci  Gillian Robertson,0  0,100  76,3  1,0  0,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a780d16cf7eed44d,2025-06-15 11:54:13.411341
win,Joshua Van  Zhalgas Zhumagulov,0  0,120  103,0  1,0  0,Flyweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/a780d16cf7eed44d,2025-06-15 11:54:13.411341
win,Chepe Mariscal  Trevor Peek,0  0,71  51,4  0,1  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a780d16cf7eed44d,2025-06-15 11:54:13.411341
win,Jack Jenkins  Jamall Emmers,0  0,59  57,1  1,0  0,Featherweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/a780d16cf7eed44d,2025-06-15 11:54:13.411341
win,Sedriques Dumas  Cody Brundage,0  0,17  3,0  2,0  1,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a780d16cf7eed44d,2025-06-15 11:54:13.411341
win,Jared Cannonier  Marvin Vettori,0  0,241  153,4  1,0  0,Middleweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/b9415726dc3ec526,2025-06-15 11:54:13.862054
win,Arman Tsarukyan  Joaquim Silva,0  0,80  23,4  0,0  0,Lightweight,KO/TKO  Punches,3,3:25,,http://ufcstats.com/event-details/b9415726dc3ec526,2025-06-15 11:54:13.862054
win,Armen Petrosyan  Christian Leroy Duncan,0  0,89  59,1  0,0  0,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/b9415726dc3ec526,2025-06-15 11:54:13.862054
win,Pat Sabatini  Lucas Almeida,0  0,27  2,2  0,1  0,Featherweight,SUB  Arm Triangle,2,1:48,,http://ufcstats.com/event-details/b9415726dc3ec526,2025-06-15 11:54:13.862054
win,Manuel Torres  Nikolas Motta,1  0,13  7,0  0,0  0,Lightweight,KO/TKO  Elbow,1,1:50,,http://ufcstats.com/event-details/b9415726dc3ec526,2025-06-15 11:54:13.862054
win,Nicolas Dalby  Muslim Salikhov,0  0,86  57,2  2,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/b9415726dc3ec526,2025-06-15 11:54:13.862054
win,Alessandro Costa  Jimmy Flick,1  0,65  14,0  0,0  0,Flyweight,KO/TKO  Elbows,2,1:03,,http://ufcstats.com/event-details/b9415726dc3ec526,2025-06-15 11:54:13.862054
win,Kyung Ho Kang  Cristian Quinonez,1  0,22  13,1  0,1  0,Bantamweight,SUB  Rear Naked Choke,1,2:25,,http://ufcstats.com/event-details/b9415726dc3ec526,2025-06-15 11:54:13.862054
win,Carlos Hernandez  Denys Bondar,0  0,102  76,2  2,0  0,Flyweight,U-DEC,3,4:59,,http://ufcstats.com/event-details/b9415726dc3ec526,2025-06-15 11:54:13.862054
win,Tereza Bleda  Gabriella Fernandes,0  0,57  23,3  0,0  0,Women's Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/b9415726dc3ec526,2025-06-15 11:54:13.862054
nc  nc,Dan Argueta  Ronnie Lawrence,0  0,4  1,1  0,2  0,Bantamweight,Overturned,1,2:20,,http://ufcstats.com/event-details/b9415726dc3ec526,2025-06-15 11:54:13.862054
win,Modestas Bukauskas  Zac Pauga,0  0,56  67,0  1,0  0,Light Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/b9415726dc3ec526,2025-06-15 11:54:13.862054
