EVENT,BOUT,jfighter,FIGHTER,DATE,win,predicted_prob,odds
UFC 250: Nunes vs. Spencer,Jussier Formiga vs. Alex Perez,AlexPerez,Alex Perez,2020-06-06,1,0.7249523,1.38
UFC Fight Night: Eye vs. Calvillo,Charles Rosa vs. Kevin Aguilar,CharlesRosa,Charles Rosa,2020-06-13,1,0.5219418,1.92
UFC Fight Night: Eye vs. Calvillo,Charles Rosa vs. Kevin Aguilar,KevinAguilar,Kevin Aguilar,2020-06-13,0,0.5498325,1.82
UFC Fight Night: Eye vs. Calvillo,Andre Fili vs. Charles Jourdain,AndreFili,Andre Fili,2020-06-13,1,0.4909666,2.04
UFC Fight Night: Eye vs. Calvillo,Andre Fili vs. Charles Jourdain,CharlesJourdain,Charles Jourdain,2020-06-13,0,0.47841352,2.09
UFC Fight Night: Eye vs. Calvillo,Karl Roberson vs. Marvin Vettori,KarlRoberson,Karl Roberson,2020-06-13,0,0.36834756,2.71
UFC Fight Night: Eye vs. Calvillo,Karl Roberson vs. Marvin Vettori,MarvinVettori,Marvin Vettori,2020-06-13,1,0.5107985,1.96
UFC Fight Night: Eye vs. Calvillo,Jordan Espinosa vs. Mark De La Rosa,JordanEspinosa,Jordan Espinosa,2020-06-13,1,0.4610867,2.17
UFC Fight Night: Eye vs. Calvillo,Jordan Espinosa vs. Mark De La Rosa,MarkDeLaRosa,Mark De La Rosa,2020-06-13,0,0.39994445,2.5
UFC Fight Night: Blaydes vs. Volkov,Josh Emmett vs. Shane Burgos,JoshEmmett,Josh Emmett,2020-06-20,1,0.3909321,2.56
UFC Fight Night: Blaydes vs. Volkov,Josh Emmett vs. Shane Burgos,ShaneBurgos,Shane Burgos,2020-06-20,0,0.51769483,1.93
UFC Fight Night: Blaydes vs. Volkov,Jim Miller vs. Roosevelt Roberts,JimMiller,Jim Miller,2020-06-20,1,0.32597896,3.07
UFC Fight Night: Blaydes vs. Volkov,Jim Miller vs. Roosevelt Roberts,RooseveltRoberts,Roosevelt Roberts,2020-06-20,0,0.60260296,1.66
UFC Fight Night: Blaydes vs. Volkov,Belal Muhammad vs. Lyman Good,BelalMuhammad,Belal Muhammad,2020-06-20,1,0.56656766,1.77
UFC Fight Night: Blaydes vs. Volkov,Belal Muhammad vs. Lyman Good,LymanGood,Lyman Good,2020-06-20,0,0.2901072,3.45
UFC Fight Night: Blaydes vs. Volkov,Curtis Blaydes vs. Alexander Volkov,CurtisBlaydes,Curtis Blaydes,2020-06-20,1,0.68503594,1.46
UFC Fight Night: Blaydes vs. Volkov,Curtis Blaydes vs. Alexander Volkov,AlexanderVolkov,Alexander Volkov,2020-06-20,0,0.22384435,4.47
UFC Fight Night: Blaydes vs. Volkov,Clay Guida vs. King Green,ClayGuida,Clay Guida,2020-06-20,0,0.3641985,2.75
UFC Fight Night: Blaydes vs. Volkov,Clay Guida vs. King Green,KingGreen,King Green,2020-06-20,1,0.53594965,1.87
UFC Fight Night: Poirier vs. Hooker,Dustin Poirier vs. Dan Hooker,DustinPoirier,Dustin Poirier,2020-06-27,1,0.5815063,1.72
UFC Fight Night: Poirier vs. Hooker,Dustin Poirier vs. Dan Hooker,DanHooker,Dan Hooker,2020-06-27,0,0.45673412,2.19
UFC Fight Night: Poirier vs. Hooker,Mike Perry vs. Mickey Gall,MikePerry,Mike Perry,2020-06-27,1,0.5895358,1.7
UFC Fight Night: Poirier vs. Hooker,Mike Perry vs. Mickey Gall,MickeyGall,Mickey Gall,2020-06-27,0,0.36887732,2.71
UFC Fight Night: Poirier vs. Hooker,Gian Villante vs. Maurice Greene,GianVillante,Gian Villante,2020-06-27,0,0.23420289,4.27
UFC Fight Night: Poirier vs. Hooker,Gian Villante vs. Maurice Greene,MauriceGreene,Maurice Greene,2020-06-27,1,0.74099094,1.35
UFC Fight Night: Poirier vs. Hooker,Jordan Griffin vs. Youssef Zalal,JordanGriffin,Jordan Griffin,2020-06-27,0,0.22342558,4.48
UFC Fight Night: Poirier vs. Hooker,Jordan Griffin vs. Youssef Zalal,YoussefZalal,Youssef Zalal,2020-06-27,1,0.7161037,1.4
UFC Fight Night: Poirier vs. Hooker,Sean Woodson vs. Julian Erosa,SeanWoodson,Sean Woodson,2020-06-27,0,0.61122656,1.64
UFC Fight Night: Poirier vs. Hooker,Sean Woodson vs. Julian Erosa,JulianErosa,Julian Erosa,2020-06-27,1,0.3112996,3.21
UFC Fight Night: Poirier vs. Hooker,Philipe Lins vs. Tanner Boser,PhilipeLins,Philipe Lins,2020-06-27,0,0.3178256,3.15
UFC Fight Night: Poirier vs. Hooker,Philipe Lins vs. Tanner Boser,TannerBoser,Tanner Boser,2020-06-27,1,0.5070627,1.97
UFC Fight Night: Poirier vs. Hooker,Luis Pena vs. Khama Worthy,LuisPena,Luis Pena,2020-06-27,0,0.6559629,1.52
UFC Fight Night: Poirier vs. Hooker,Luis Pena vs. Khama Worthy,KhamaWorthy,Khama Worthy,2020-06-27,1,0.33965358,2.94
UFC 251: Usman vs. Masvidal,Martin Day vs. Davey Grant,MartinDay,Martin Day,2020-07-11,0,0.34079763,2.93
UFC 251: Usman vs. Masvidal,Martin Day vs. Davey Grant,DaveyGrant,Davey Grant,2020-07-11,1,0.5129273,1.95
UFC 251: Usman vs. Masvidal,Elizeu Zaleski dos Santos vs. Muslim Salikhov,ElizeuZaleskidosSantos,Elizeu Zaleski dos Santos,2020-07-11,0,0.5302621,1.89
UFC 251: Usman vs. Masvidal,Elizeu Zaleski dos Santos vs. Muslim Salikhov,MuslimSalikhov,Muslim Salikhov,2020-07-11,1,0.41065925,2.44
UFC 251: Usman vs. Masvidal,Alexander Volkanovski vs. Max Holloway,AlexanderVolkanovski,Alexander Volkanovski,2020-07-11,1,0.61914796,1.62
UFC 251: Usman vs. Masvidal,Alexander Volkanovski vs. Max Holloway,MaxHolloway,Max Holloway,2020-07-11,0,0.37624162,2.66
UFC 251: Usman vs. Masvidal,Petr Yan vs. Jose Aldo,PetrYan,Petr Yan,2020-07-11,1,0.7366632,1.36
UFC 251: Usman vs. Masvidal,Petr Yan vs. Jose Aldo,JoseAldo,Jose Aldo,2020-07-11,0,0.28172264,3.55
UFC 251: Usman vs. Masvidal,Makwan Amirkhani vs. Danny Henry,MakwanAmirkhani,Makwan Amirkhani,2020-07-11,1,0.5930815,1.69
UFC 251: Usman vs. Masvidal,Makwan Amirkhani vs. Danny Henry,DannyHenry,Danny Henry,2020-07-11,0,0.46993434,2.13
UFC 251: Usman vs. Masvidal,Kamaru Usman vs. Jorge Masvidal,KamaruUsman,Kamaru Usman,2020-07-11,1,0.7525881,1.33
UFC 251: Usman vs. Masvidal,Kamaru Usman vs. Jorge Masvidal,JorgeMasvidal,Jorge Masvidal,2020-07-11,0,0.19602753,5.1
UFC Fight Night: Kattar vs. Ige,Jimmie Rivera vs. Cody Stamann,JimmieRivera,Jimmie Rivera,2020-07-15,1,0.28316334,3.53
UFC Fight Night: Kattar vs. Ige,Jimmie Rivera vs. Cody Stamann,CodyStamann,Cody Stamann,2020-07-15,0,0.52436614,1.91
UFC Fight Night: Kattar vs. Ige,Jared Gordon vs. Chris Fishgold,JaredGordon,Jared Gordon,2020-07-15,1,0.5318814,1.88
UFC Fight Night: Kattar vs. Ige,Jared Gordon vs. Chris Fishgold,ChrisFishgold,Chris Fishgold,2020-07-15,0,0.5078096,1.97
UFC Fight Night: Kattar vs. Ige,Ricardo Ramos vs. Lerone Murphy,RicardoRamos,Ricardo Ramos,2020-07-15,0,0.56386447,1.77
UFC Fight Night: Kattar vs. Ige,Ricardo Ramos vs. Lerone Murphy,LeroneMurphy,Lerone Murphy,2020-07-15,1,0.35897604,2.79
UFC Fight Night: Kattar vs. Ige,Tim Elliott vs. Ryan Benoit,TimElliott,Tim Elliott,2020-07-15,1,0.60693264,1.65
UFC Fight Night: Kattar vs. Ige,Tim Elliott vs. Ryan Benoit,RyanBenoit,Ryan Benoit,2020-07-15,0,0.44796246,2.23
UFC Fight Night: Kattar vs. Ige,Jack Shore vs. Aaron Phillips,JackShore,Jack Shore,2020-07-15,1,0.6092625,1.64
UFC Fight Night: Kattar vs. Ige,Jack Shore vs. Aaron Phillips,AaronPhillips,Aaron Phillips,2020-07-15,0,0.16960241,5.9
UFC Fight Night: Kattar vs. Ige,Calvin Kattar vs. Dan Ige,CalvinKattar,Calvin Kattar,2020-07-15,1,0.36386266,2.75
UFC Fight Night: Kattar vs. Ige,Calvin Kattar vs. Dan Ige,DanIge,Dan Ige,2020-07-15,0,0.7454877,1.34
UFC Fight Night: Figueiredo vs. Benavidez 2,Joe Duffy vs. Joel Alvarez,JoeDuffy,Joe Duffy,2020-07-18,0,0.41602018,2.4
UFC Fight Night: Figueiredo vs. Benavidez 2,Joe Duffy vs. Joel Alvarez,JoelAlvarez,Joel Alvarez,2020-07-18,1,0.64954054,1.54
UFC Fight Night: Figueiredo vs. Benavidez 2,Deiveson Figueiredo vs. Joseph Benavidez,DeivesonFigueiredo,Deiveson Figueiredo,2020-07-18,1,0.6229513,1.61
UFC Fight Night: Figueiredo vs. Benavidez 2,Deiveson Figueiredo vs. Joseph Benavidez,JosephBenavidez,Joseph Benavidez,2020-07-18,0,0.4954169,2.02
UFC Fight Night: Figueiredo vs. Benavidez 2,Jack Hermansson vs. Kelvin Gastelum,JackHermansson,Jack Hermansson,2020-07-18,1,0.4767765,2.1
UFC Fight Night: Figueiredo vs. Benavidez 2,Jack Hermansson vs. Kelvin Gastelum,KelvinGastelum,Kelvin Gastelum,2020-07-18,0,0.5427875,1.84
UFC Fight Night: Figueiredo vs. Benavidez 2,Davi Ramos vs. Arman Tsarukyan,DaviRamos,Davi Ramos,2020-07-18,0,0.49558917,2.02
UFC Fight Night: Figueiredo vs. Benavidez 2,Davi Ramos vs. Arman Tsarukyan,ArmanTsarukyan,Arman Tsarukyan,2020-07-18,1,0.5715634,1.75
UFC Fight Night: Figueiredo vs. Benavidez 2,Brett Johns vs. Montel Jackson,BrettJohns,Brett Johns,2020-07-18,1,0.4311938,2.32
UFC Fight Night: Figueiredo vs. Benavidez 2,Brett Johns vs. Montel Jackson,MontelJackson,Montel Jackson,2020-07-18,0,0.6399624,1.56
UFC Fight Night: Figueiredo vs. Benavidez 2,Alexandre Pantoja vs. Askar Askarov,AlexandrePantoja,Alexandre Pantoja,2020-07-18,0,0.54108685,1.85
UFC Fight Night: Figueiredo vs. Benavidez 2,Alexandre Pantoja vs. Askar Askarov,AskarAskarov,Askar Askarov,2020-07-18,1,0.5513835,1.81
UFC Fight Night: Figueiredo vs. Benavidez 2,Marc Diakiese vs. Rafael Fiziev,MarcDiakiese,Marc Diakiese,2020-07-18,0,0.54989314,1.82
UFC Fight Night: Figueiredo vs. Benavidez 2,Marc Diakiese vs. Rafael Fiziev,RafaelFiziev,Rafael Fiziev,2020-07-18,1,0.42386034,2.36
UFC Fight Night: Whittaker vs. Till,Mauricio Rua vs. Rogerio Nogueira,MauricioRua,Mauricio Rua,2020-07-25,1,0.73673725,1.36
UFC Fight Night: Whittaker vs. Till,Mauricio Rua vs. Rogerio Nogueira,RogerioNogueira,Rogerio Nogueira,2020-07-25,0,0.4440507,2.25
UFC Fight Night: Whittaker vs. Till,Robert Whittaker vs. Darren Till,RobertWhittaker,Robert Whittaker,2020-07-25,1,0.61629146,1.62
UFC Fight Night: Whittaker vs. Till,Robert Whittaker vs. Darren Till,DarrenTill,Darren Till,2020-07-25,0,0.35835338,2.79
UFC Fight Night: Whittaker vs. Till,Tanner Boser vs. Raphael Pessoa,TannerBoser,Tanner Boser,2020-07-25,1,0.55438054,1.8
UFC Fight Night: Whittaker vs. Till,Tanner Boser vs. Raphael Pessoa,RaphaelPessoa,Raphael Pessoa,2020-07-25,0,0.32801333,3.05
UFC Fight Night: Whittaker vs. Till,Fabricio Werdum vs. Alexander Gustafsson,FabricioWerdum,Fabricio Werdum,2020-07-25,1,0.5947824,1.68
UFC Fight Night: Whittaker vs. Till,Fabricio Werdum vs. Alexander Gustafsson,AlexanderGustafsson,Alexander Gustafsson,2020-07-25,0,0.46054876,2.17
UFC Fight Night: Whittaker vs. Till,Movsar Evloev vs. Mike Grundy,MovsarEvloev,Movsar Evloev,2020-07-25,1,0.60665256,1.65
UFC Fight Night: Whittaker vs. Till,Movsar Evloev vs. Mike Grundy,MikeGrundy,Mike Grundy,2020-07-25,0,0.28628862,3.49
UFC Fight Night: Whittaker vs. Till,Paul Craig vs. Gadzhimurad Antigulov,PaulCraig,Paul Craig,2020-07-25,1,0.79843205,1.25
UFC Fight Night: Whittaker vs. Till,Paul Craig vs. Gadzhimurad Antigulov,GadzhimuradAntigulov,Gadzhimurad Antigulov,2020-07-25,0,0.48116767,2.08
UFC Fight Night: Whittaker vs. Till,Alex Oliveira vs. Peter Sobotta,AlexOliveira,Alex Oliveira,2020-07-25,1,0.6685171,1.5
UFC Fight Night: Whittaker vs. Till,Alex Oliveira vs. Peter Sobotta,PeterSobotta,Peter Sobotta,2020-07-25,0,0.26645383,3.75
UFC Fight Night: Brunson vs. Shahbazyan,Derek Brunson vs. Edmen Shahbazyan,DerekBrunson,Derek Brunson,2020-08-01,1,0.25303754,3.95
UFC Fight Night: Brunson vs. Shahbazyan,Derek Brunson vs. Edmen Shahbazyan,EdmenShahbazyan,Edmen Shahbazyan,2020-08-01,0,0.64958215,1.54
UFC Fight Night: Brunson vs. Shahbazyan,Lando Vannata vs. King Green,LandoVannata,Lando Vannata,2020-08-01,0,0.53273803,1.88
UFC Fight Night: Brunson vs. Shahbazyan,Lando Vannata vs. King Green,KingGreen,King Green,2020-08-01,1,0.40411833,2.47
UFC Fight Night: Brunson vs. Shahbazyan,Frankie Saenz vs. Jonathan Martinez,FrankieSaenz,Frankie Saenz,2020-08-01,0,0.1697146,5.89
UFC Fight Night: Brunson vs. Shahbazyan,Frankie Saenz vs. Jonathan Martinez,JonathanMartinez,Jonathan Martinez,2020-08-01,1,0.7452101,1.34
UFC Fight Night: Brunson vs. Shahbazyan,Vicente Luque vs. Randy Brown,VicenteLuque,Vicente Luque,2020-08-01,1,0.5575945,1.79
UFC Fight Night: Brunson vs. Shahbazyan,Vicente Luque vs. Randy Brown,RandyBrown,Randy Brown,2020-08-01,0,0.39319876,2.54
UFC Fight Night: Lewis vs. Oleinik,Gavin Tucker vs. Justin Jaynes,GavinTucker,Gavin Tucker,2020-08-08,1,0.50050265,2.0
UFC Fight Night: Lewis vs. Oleinik,Gavin Tucker vs. Justin Jaynes,JustinJaynes,Justin Jaynes,2020-08-08,0,0.5900338,1.69
UFC Fight Night: Lewis vs. Oleinik,Andrew Sanchez vs. Wellington Turman,AndrewSanchez,Andrew Sanchez,2020-08-08,1,0.39937043,2.5
UFC Fight Night: Lewis vs. Oleinik,Andrew Sanchez vs. Wellington Turman,WellingtonTurman,Wellington Turman,2020-08-08,0,0.4407851,2.27
UFC Fight Night: Lewis vs. Oleinik,Beneil Dariush vs. Scott Holtzman,BeneilDariush,Beneil Dariush,2020-08-08,1,0.6514317,1.54
UFC Fight Night: Lewis vs. Oleinik,Beneil Dariush vs. Scott Holtzman,ScottHoltzman,Scott Holtzman,2020-08-08,0,0.38860255,2.57
UFC Fight Night: Lewis vs. Oleinik,Derrick Lewis vs. Aleksei Oleinik,DerrickLewis,Derrick Lewis,2020-08-08,1,0.62085,1.61
UFC Fight Night: Lewis vs. Oleinik,Derrick Lewis vs. Aleksei Oleinik,AlekseiOleinik,Aleksei Oleinik,2020-08-08,0,0.2041179,4.9
UFC Fight Night: Lewis vs. Oleinik,Maki Pitolo vs. Darren Stewart,MakiPitolo,Maki Pitolo,2020-08-08,0,0.46300828,2.16
UFC Fight Night: Lewis vs. Oleinik,Maki Pitolo vs. Darren Stewart,DarrenStewart,Darren Stewart,2020-08-08,1,0.5140314,1.95
UFC Fight Night: Lewis vs. Oleinik,Tim Means vs. Laureano Staropoli,TimMeans,Tim Means,2020-08-08,1,0.6845056,1.46
UFC Fight Night: Lewis vs. Oleinik,Tim Means vs. Laureano Staropoli,LaureanoStaropoli,Laureano Staropoli,2020-08-08,0,0.34763566,2.88
UFC 252: Miocic vs. Cormier 3,Sean O'Malley vs. Marlon Vera,SeanO'Malley,Sean O'Malley,2020-08-15,0,0.61975074,1.61
UFC 252: Miocic vs. Cormier 3,Sean O'Malley vs. Marlon Vera,MarlonVera,Marlon Vera,2020-08-15,1,0.28642982,3.49
UFC 252: Miocic vs. Cormier 3,John Dodson vs. Merab Dvalishvili,JohnDodson,John Dodson,2020-08-15,0,0.26782432,3.73
UFC 252: Miocic vs. Cormier 3,John Dodson vs. Merab Dvalishvili,MerabDvalishvili,Merab Dvalishvili,2020-08-15,1,0.712622,1.4
UFC 252: Miocic vs. Cormier 3,Junior Dos Santos vs. Jairzinho Rozenstruik,JuniorDosSantos,Junior Dos Santos,2020-08-15,0,0.46622917,2.14
UFC 252: Miocic vs. Cormier 3,Junior Dos Santos vs. Jairzinho Rozenstruik,JairzinhoRozenstruik,Jairzinho Rozenstruik,2020-08-15,1,0.4891837,2.04
UFC 252: Miocic vs. Cormier 3,Herbert Burns vs. Daniel Pineda,HerbertBurns,Herbert Burns,2020-08-15,0,0.6413491,1.56
UFC 252: Miocic vs. Cormier 3,Herbert Burns vs. Daniel Pineda,DanielPineda,Daniel Pineda,2020-08-15,1,0.37250432,2.68
UFC 252: Miocic vs. Cormier 3,Stipe Miocic vs. Daniel Cormier,StipeMiocic,Stipe Miocic,2020-08-15,1,0.59907067,1.67
UFC 252: Miocic vs. Cormier 3,Stipe Miocic vs. Daniel Cormier,DanielCormier,Daniel Cormier,2020-08-15,0,0.5080123,1.97
UFC 252: Miocic vs. Cormier 3,Jim Miller vs. Vinc Pichel,JimMiller,Jim Miller,2020-08-15,0,0.37579036,2.66
UFC 252: Miocic vs. Cormier 3,Jim Miller vs. Vinc Pichel,VincPichel,Vinc Pichel,2020-08-15,1,0.5552258,1.8
UFC Fight Night: Munhoz vs. Edgar,Austin Hubbard vs. Joe Solecki,AustinHubbard,Austin Hubbard,2020-08-22,0,0.40809286,2.45
UFC Fight Night: Munhoz vs. Edgar,Austin Hubbard vs. Joe Solecki,JoeSolecki,Joe Solecki,2020-08-22,1,0.66437536,1.51
UFC Fight Night: Munhoz vs. Edgar,Pedro Munhoz vs. Frankie Edgar,PedroMunhoz,Pedro Munhoz,2020-08-22,0,0.4819792,2.07
UFC Fight Night: Munhoz vs. Edgar,Pedro Munhoz vs. Frankie Edgar,FrankieEdgar,Frankie Edgar,2020-08-22,1,0.6198108,1.61
UFC Fight Night: Munhoz vs. Edgar,Daniel Rodriguez vs. Dwight Grant,DanielRodriguez,Daniel Rodriguez,2020-08-22,1,0.5038976,1.98
UFC Fight Night: Munhoz vs. Edgar,Daniel Rodriguez vs. Dwight Grant,DwightGrant,Dwight Grant,2020-08-22,0,0.41688386,2.4
UFC Fight Night: Munhoz vs. Edgar,Marcin Prachnio vs. Mike Rodriguez,MarcinPrachnio,Marcin Prachnio,2020-08-22,0,0.4181137,2.39
UFC Fight Night: Munhoz vs. Edgar,Marcin Prachnio vs. Mike Rodriguez,MikeRodriguez,Mike Rodriguez,2020-08-22,1,0.58519524,1.71
UFC Fight Night: Smith vs. Rakic,Alessio Di Chirico vs. Zak Cummings,AlessioDiChirico,Alessio Di Chirico,2020-08-29,0,0.50482064,1.98
UFC Fight Night: Smith vs. Rakic,Alessio Di Chirico vs. Zak Cummings,ZakCummings,Zak Cummings,2020-08-29,1,0.6168905,1.62
UFC Fight Night: Smith vs. Rakic,Anthony Smith vs. Aleksandar Rakic,AnthonySmith,Anthony Smith,2020-08-29,0,0.2300319,4.35
UFC Fight Night: Smith vs. Rakic,Anthony Smith vs. Aleksandar Rakic,AleksandarRakic,Aleksandar Rakic,2020-08-29,1,0.58538496,1.71
UFC Fight Night: Smith vs. Rakic,Robbie Lawler vs. Neil Magny,RobbieLawler,Robbie Lawler,2020-08-29,0,0.23689122,4.22
UFC Fight Night: Smith vs. Rakic,Robbie Lawler vs. Neil Magny,NeilMagny,Neil Magny,2020-08-29,1,0.79845303,1.25
UFC Fight Night: Smith vs. Rakic,Sean Brady vs. Christian Aguilera,SeanBrady,Sean Brady,2020-08-29,1,0.74421555,1.34
UFC Fight Night: Smith vs. Rakic,Sean Brady vs. Christian Aguilera,ChristianAguilera,Christian Aguilera,2020-08-29,0,0.26608843,3.76
UFC Fight Night: Overeem vs. Sakai,Ovince Saint Preux vs. Alonzo Menifield,OvinceSaintPreux,Ovince Saint Preux,2020-09-05,1,0.51314646,1.95
UFC Fight Night: Overeem vs. Sakai,Ovince Saint Preux vs. Alonzo Menifield,AlonzoMenifield,Alonzo Menifield,2020-09-05,0,0.5489939,1.82
UFC Fight Night: Overeem vs. Sakai,Andre Muniz vs. Bartosz Fabinski,AndreMuniz,Andre Muniz,2020-09-05,1,0.38717452,2.58
UFC Fight Night: Overeem vs. Sakai,Andre Muniz vs. Bartosz Fabinski,BartoszFabinski,Bartosz Fabinski,2020-09-05,0,0.5701034,1.75
UFC Fight Night: Overeem vs. Sakai,Alistair Overeem vs. Augusto Sakai,AlistairOvereem,Alistair Overeem,2020-09-05,1,0.452826,2.21
UFC Fight Night: Overeem vs. Sakai,Alistair Overeem vs. Augusto Sakai,AugustoSakai,Augusto Sakai,2020-09-05,0,0.4452871,2.25
UFC Fight Night: Overeem vs. Sakai,Cole Smith vs. Hunter Azure,ColeSmith,Cole Smith,2020-09-05,0,0.37002352,2.7
UFC Fight Night: Overeem vs. Sakai,Cole Smith vs. Hunter Azure,HunterAzure,Hunter Azure,2020-09-05,1,0.67400295,1.48
UFC Fight Night: Overeem vs. Sakai,Michel Pereira vs. Zelim Imadaev,MichelPereira,Michel Pereira,2020-09-05,1,0.5963427,1.68
UFC Fight Night: Overeem vs. Sakai,Michel Pereira vs. Zelim Imadaev,ZelimImadaev,Zelim Imadaev,2020-09-05,0,0.4428751,2.26
UFC Fight Night: Waterson vs. Hill,Ottman Azaitar vs. Khama Worthy,OttmanAzaitar,Ottman Azaitar,2020-09-12,1,0.58461624,1.71
UFC Fight Night: Waterson vs. Hill,Ottman Azaitar vs. Khama Worthy,KhamaWorthy,Khama Worthy,2020-09-12,0,0.5698096,1.75
UFC Fight Night: Waterson vs. Hill,King Green vs. Alan Patrick,KingGreen,King Green,2020-09-12,1,0.7369117,1.36
UFC Fight Night: Waterson vs. Hill,King Green vs. Alan Patrick,AlanPatrick,Alan Patrick,2020-09-12,0,0.39780274,2.51
UFC Fight Night: Waterson vs. Hill,Bryan Barberena vs. Anthony Ivy,BryanBarberena,Bryan Barberena,2020-09-12,1,0.79865,1.25
UFC Fight Night: Waterson vs. Hill,Bryan Barberena vs. Anthony Ivy,AnthonyIvy,Anthony Ivy,2020-09-12,0,0.5190286,1.93
UFC Fight Night: Waterson vs. Hill,Ed Herman vs. Mike Rodriguez,EdHerman,Ed Herman,2020-09-12,1,0.3864668,2.59
UFC Fight Night: Waterson vs. Hill,Ed Herman vs. Mike Rodriguez,MikeRodriguez,Mike Rodriguez,2020-09-12,0,0.53752035,1.86
UFC Fight Night: Waterson vs. Hill,Billy Quarantillo vs. Kyle Nelson,BillyQuarantillo,Billy Quarantillo,2020-09-12,1,0.7925532,1.26
UFC Fight Night: Waterson vs. Hill,Billy Quarantillo vs. Kyle Nelson,KyleNelson,Kyle Nelson,2020-09-12,0,0.32540053,3.07
UFC Fight Night: Covington vs. Woodley,Khamzat Chimaev vs. Gerald Meerschaert,KhamzatChimaev,Khamzat Chimaev,2020-09-19,1,0.6210353,1.61
UFC Fight Night: Covington vs. Woodley,Khamzat Chimaev vs. Gerald Meerschaert,GeraldMeerschaert,Gerald Meerschaert,2020-09-19,0,0.27253926,3.67
UFC Fight Night: Covington vs. Woodley,Mirsad Bektic vs. Damon Jackson,MirsadBektic,Mirsad Bektic,2020-09-19,0,0.71480197,1.4
UFC Fight Night: Covington vs. Woodley,Mirsad Bektic vs. Damon Jackson,DamonJackson,Damon Jackson,2020-09-19,1,0.27246737,3.67
UFC Fight Night: Covington vs. Woodley,Jordan Espinosa vs. David Dvorak,JordanEspinosa,Jordan Espinosa,2020-09-19,0,0.45459425,2.2
UFC Fight Night: Covington vs. Woodley,Jordan Espinosa vs. David Dvorak,DavidDvorak,David Dvorak,2020-09-19,1,0.5367612,1.86
UFC Fight Night: Covington vs. Woodley,Kevin Holland vs. Darren Stewart,KevinHolland,Kevin Holland,2020-09-19,1,0.61782634,1.62
UFC Fight Night: Covington vs. Woodley,Kevin Holland vs. Darren Stewart,DarrenStewart,Darren Stewart,2020-09-19,0,0.432626,2.31
UFC Fight Night: Covington vs. Woodley,Colby Covington vs. Tyron Woodley,ColbyCovington,Colby Covington,2020-09-19,1,0.61379397,1.63
UFC Fight Night: Covington vs. Woodley,Colby Covington vs. Tyron Woodley,TyronWoodley,Tyron Woodley,2020-09-19,0,0.33428484,2.99
UFC Fight Night: Covington vs. Woodley,Johnny Walker vs. Ryan Spann,JohnnyWalker,Johnny Walker,2020-09-19,1,0.5136975,1.95
UFC Fight Night: Covington vs. Woodley,Johnny Walker vs. Ryan Spann,RyanSpann,Ryan Spann,2020-09-19,0,0.48031768,2.08
UFC Fight Night: Covington vs. Woodley,Andre Ewell vs. Irwin Rivera,AndreEwell,Andre Ewell,2020-09-19,1,0.5251818,1.9
UFC Fight Night: Covington vs. Woodley,Andre Ewell vs. Irwin Rivera,IrwinRivera,Irwin Rivera,2020-09-19,0,0.37452844,2.67
UFC 253: Adesanya vs. Costa,Juan Espino vs. Jeff Hughes,JuanEspino,Juan Espino,2020-09-26,1,0.56618077,1.77
UFC 253: Adesanya vs. Costa,Juan Espino vs. Jeff Hughes,JeffHughes,Jeff Hughes,2020-09-26,0,0.21680032,4.61
UFC 253: Adesanya vs. Costa,Kai Kara-France vs. Brandon Royval,KaiKara-France,Kai Kara-France,2020-09-26,0,0.61471593,1.63
UFC 253: Adesanya vs. Costa,Kai Kara-France vs. Brandon Royval,BrandonRoyval,Brandon Royval,2020-09-26,1,0.46546778,2.15
UFC 253: Adesanya vs. Costa,Brad Riddell vs. Alex Da Silva,BradRiddell,Brad Riddell,2020-09-26,1,0.7434004,1.35
UFC 253: Adesanya vs. Costa,Brad Riddell vs. Alex Da Silva,AlexDaSilva,Alex Da Silva,2020-09-26,0,0.4588471,2.18
UFC 253: Adesanya vs. Costa,Israel Adesanya vs. Paulo Costa,IsraelAdesanya,Israel Adesanya,2020-09-26,1,0.7565662,1.32
UFC 253: Adesanya vs. Costa,Israel Adesanya vs. Paulo Costa,PauloCosta,Paulo Costa,2020-09-26,0,0.2752464,3.63
UFC 253: Adesanya vs. Costa,Diego Sanchez vs. Jake Matthews,DiegoSanchez,Diego Sanchez,2020-09-26,0,0.22202429,4.5
UFC 253: Adesanya vs. Costa,Diego Sanchez vs. Jake Matthews,JakeMatthews,Jake Matthews,2020-09-26,1,0.76600116,1.31
UFC 253: Adesanya vs. Costa,Dominick Reyes vs. Jan Blachowicz,DominickReyes,Dominick Reyes,2020-09-26,0,0.45450243,2.2
UFC 253: Adesanya vs. Costa,Dominick Reyes vs. Jan Blachowicz,JanBlachowicz,Jan Blachowicz,2020-09-26,1,0.46442223,2.15
UFC 253: Adesanya vs. Costa,Hakeem Dawodu vs. Zubaira Tukhugov,HakeemDawodu,Hakeem Dawodu,2020-09-26,1,0.48716313,2.05
UFC 253: Adesanya vs. Costa,Hakeem Dawodu vs. Zubaira Tukhugov,ZubairaTukhugov,Zubaira Tukhugov,2020-09-26,0,0.43309325,2.31
UFC Fight Night: Holm vs. Aldana,Charles Jourdain vs. Josh Culibao,CharlesJourdain,Charles Jourdain,2020-10-03,0,0.6048405,1.65
